platform,problem_id,title,difficulty_raw,difficulty_band,accepted_count,submission_count,acceptance_rate,tags,paid_only,contest_id,irt_users,is_experimental
Codeforces,1344D,Résumé Review,2700.0,Hard,1298,,,"['binary search', 'greedy', 'math']",,,,
Codeforces,1344C,Quantifier Question,2600.0,Hard,1981,,,"['dfs and similar', 'dp', 'graphs', 'math']",,,,
Codeforces,1344B,Monopole Magnets,2000.0,Hard,6366,,,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs']",,,,
Codeforces,1344A,Hilbert's Hotel,1600.0,Medium,16569,,,"['math', 'number theory', 'sortings']",,,,
Codeforces,1343F,Restore the Permutation by Sorted Segments,2400.0,Hard,1410,,,"['brute force', 'constructive algorithms', 'data structures', 'greedy', 'implementation']",,,,
Codeforces,1343E,Weights Distributing,2100.0,Hard,5775,,,"['brute force', 'graphs', 'greedy', 'shortest paths', 'sortings']",,,,
Codeforces,1343D,Constant Palindrome Sum,1700.0,Medium,13588,,,"['brute force', 'data structures', 'greedy', 'two pointers']",,,,
Codeforces,1343C,Alternating Subsequence,1200.0,Medium,44632,,,"['dp', 'greedy', 'two pointers']",,,,
Codeforces,1343B,Balanced Array,800.0,Easy,65815,,,"['constructive algorithms', 'math']",,,,
Codeforces,1343A,Candies,900.0,Easy,53764,,,"['brute force', 'math']",,,,
Codeforces,1342F,Make It Ascending,3000.0,Hard,993,,,"['bitmasks', 'brute force', 'dp']",,,,
Codeforces,1342E,Placing Rooks,2300.0,Hard,3622,,,"['combinatorics', 'fft', 'math']",,,,
Codeforces,1342D,Multiple Testcases,1900.0,Medium,6378,,,"['binary search', 'constructive algorithms', 'data structures', 'greedy', 'sortings', 'two pointers']",,,,
Codeforces,1342C,Yet Another Counting Problem,1600.0,Medium,15048,,,"['math', 'number theory']",,,,
Codeforces,1342B,Binary Period,1100.0,Easy,24656,,,"['constructive algorithms', 'strings']",,,,
Codeforces,1342A,Road To Zero,1000.0,Easy,46764,,,"['greedy', 'math']",,,,
Codeforces,1341B,Nastya and Door,1300.0,Medium,21169,,,"['greedy', 'implementation']",,,,
Codeforces,1341A,Nastya and Rice,900.0,Easy,30507,,,['math'],,,,
Codeforces,1340F,Nastya and CBS,3300.0,Hard,718,,,"['brute force', 'data structures', 'hashing']",,,,
Codeforces,1340D,Nastya and Time Machine,2600.0,Hard,1073,,,"['constructive algorithms', 'dfs and similar', 'graphs', 'trees']",,,,
Codeforces,1340C,Nastya and Unexpected Guest,2400.0,Hard,2436,,,"['dfs and similar', 'dp', 'graphs', 'shortest paths']",,,,
Codeforces,1340B,Nastya and Scoreboard,1700.0,Medium,8333,,,"['bitmasks', 'dp', 'graphs', 'greedy']",,,,
Codeforces,1340A,Nastya and Strange Generator,1500.0,Medium,13703,,,"['brute force', 'data structures', 'greedy', 'implementation']",,,,
Codeforces,1339B,Sorted Adjacent Differences,1200.0,Medium,28462,,,"['constructive algorithms', 'sortings']",,,,
Codeforces,1339A,Filling Diamonds,900.0,Easy,34351,,,"['brute force', 'dp', 'implementation', 'math']",,,,
Codeforces,1338E,JYPnation,3500.0,Hard,421,,,['graphs'],,,,
Codeforces,1338D,Nested Rubber Bands,2700.0,Hard,1144,,,"['constructive algorithms', 'dfs and similar', 'dp', 'math', 'trees']",,,,
Codeforces,1338C,Perfect Triples,2200.0,Hard,3455,,,"['bitmasks', 'brute force', 'constructive algorithms', 'divide and conquer', 'math']",,,,
Codeforces,1338B,Edge Weight Assignment,1800.0,Medium,9605,,,"['bitmasks', 'constructive algorithms', 'dfs and similar', 'greedy', 'math', 'trees']",,,,
Codeforces,1338A,Powered Addition,1500.0,Medium,30912,,,"['greedy', 'math']",,,,
Codeforces,1337B,Kana and Dragon Quest game,900.0,Easy,37009,,,"['greedy', 'implementation', 'math']",,,,
Codeforces,1337A,Ichihime and Triangle,800.0,Easy,43203,,,"['constructive algorithms', 'math']",,,,
Codeforces,1336F,Journey,3500.0,Hard,279,,,"['data structures', 'divide and conquer', 'graphs', 'trees']",,,,
Codeforces,1336E2,Chiori and Doll Picking (hard version),3500.0,Hard,496,,,"['bitmasks', 'brute force', 'combinatorics', 'math']",,,,
Codeforces,1336E1,Chiori and Doll Picking (easy version),2700.0,Hard,846,,,"['bitmasks', 'brute force', 'combinatorics', 'math']",,,,
Codeforces,1336D,Yui and Mahjong Set,3200.0,Hard,536,,,"['constructive algorithms', 'interactive']",,,,
Codeforces,1336C,Kaavi and Magic Spell,2200.0,Hard,4113,,,"['dp', 'strings']",,,,
Codeforces,1336B,Xenia and Colorful Gems,1700.0,Medium,12272,,,"['binary search', 'greedy', 'math', 'sortings', 'two pointers']",,,,
Codeforces,1336A,Linova and Kingdom,1600.0,Medium,25117,,,"['dfs and similar', 'dp', 'greedy', 'sortings', 'trees']",,,,
Codeforces,1335F,Robots on a Grid,2200.0,Hard,2425,,,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'matrices']",,,,
Codeforces,1335E2,Three Blocks Palindrome (hard version),1800.0,Medium,9454,,,"['brute force', 'data structures', 'dp', 'two pointers']",,,,
Codeforces,1335E1,Three Blocks Palindrome (easy version),1700.0,Medium,11795,,,"['binary search', 'brute force', 'data structures', 'dp', 'two pointers']",,,,
Codeforces,1335D,Anti-Sudoku,1300.0,Medium,29590,,,"['constructive algorithms', 'implementation']",,,,
Codeforces,1335C,Two Teams Composing,1100.0,Easy,39418,,,"['binary search', 'greedy', 'implementation', 'sortings']",,,,
Codeforces,1335B,Construct the String,900.0,Easy,42820,,,['constructive algorithms'],,,,
Codeforces,1335A,Candies and Two Sisters,800.0,Easy,106056,,,['math'],,,,
Codeforces,1334G,Substring Search,2900.0,Hard,425,,,"['bitmasks', 'brute force', 'fft']",,,,
Codeforces,1334F,Strange Function,2500.0,Hard,1538,,,"['binary search', 'data structures', 'dp', 'greedy']",,,,
Codeforces,1334E,Divisor Paths,2200.0,Hard,3195,,,"['combinatorics', 'graphs', 'greedy', 'math', 'number theory']",,,,
Codeforces,1334D,Minimum Euler Cycle,1800.0,Medium,7771,,,"['constructive algorithms', 'graphs', 'greedy', 'implementation']",,,,
Codeforces,1334C,Circle of Monsters,1600.0,Medium,18038,,,"['brute force', 'constructive algorithms', 'greedy', 'math']",,,,
Codeforces,1334B,Middle Class,1100.0,Easy,27714,,,"['greedy', 'sortings']",,,,
Codeforces,1334A,Level Statistics,1200.0,Medium,24442,,,"['implementation', 'math']",,,,
Codeforces,1333F,Kate and imperfection,2200.0,Hard,4597,,,"['greedy', 'implementation', 'math', 'number theory', 'sortings', 'two pointers']",,,,
Codeforces,1333E,Road to 1600,2400.0,Hard,1829,,,"['brute force', 'constructive algorithms']",,,,
Codeforces,1333D,Challenges in school №41,2100.0,Hard,4150,,,"['brute force', 'constructive algorithms', 'games', 'graphs', 'greedy', 'implementation', 'sortings']",,,,
Codeforces,1333C,Eugene and an array,1700.0,Medium,13551,,,"['binary search', 'data structures', 'implementation', 'two pointers']",,,,
Codeforces,1333B,Kind Anton,1100.0,Easy,22270,,,"['greedy', 'implementation']",,,,
Codeforces,1333A,Little Artem,1000.0,Easy,25978,,,['constructive algorithms'],,,,
Codeforces,1332G,No Monotone Triples,3100.0,Hard,371,,,['data structures'],,,,
Codeforces,1332F,Independent Set,2500.0,Hard,1133,,,"['dfs and similar', 'dp', 'trees']",,,,
Codeforces,1332E,Height All the Same,2100.0,Hard,4333,,,"['combinatorics', 'constructive algorithms', 'math', 'matrices']",,,,
Codeforces,1332D,Walk on Matrix,1700.0,Medium,8457,,,"['bitmasks', 'constructive algorithms', 'math']",,,,
Codeforces,1332C,K-Complete Word,1500.0,Medium,21307,,,"['dfs and similar', 'dsu', 'greedy', 'implementation', 'strings']",,,,
Codeforces,1332B,Composite Coloring,1400.0,Medium,19219,,,"['brute force', 'constructive algorithms', 'greedy', 'math', 'number theory']",,,,
Codeforces,1332A,Exercising Walk,1100.0,Easy,19888,,,"['greedy', 'implementation', 'math']",,,,
Codeforces,1331H,It's showtime,,Unknown,649,,,['*special'],,,,
Codeforces,1331G,Lingua Romana,,Unknown,597,,,['*special'],,,,
Codeforces,1331F,Elementary!,,Unknown,604,,,"['*special', 'brute force', 'dp', 'strings']",,,,
Codeforces,1331E,Jordan Smiley,,Unknown,1239,,,"['*special', 'dfs and similar', 'geometry', 'implementation']",,,,
Codeforces,1331D,Again?,,Unknown,12107,,,"['*special', 'implementation']",,,,
Codeforces,1331C,...And after happily lived ever they,,Unknown,3216,,,"['*special', 'bitmasks']",,,,
Codeforces,1331B,Limericks,,Unknown,7163,,,"['*special', 'math', 'number theory']",,,,
Codeforces,1331A,Is it rated?,,Unknown,17528,,,['*special'],,,,
Codeforces,1330B,Dreamoon Likes Permutations,1400.0,Medium,14616,,,"['implementation', 'math']",,,,
Codeforces,1330A,Dreamoon and Ranking Collection,900.0,Easy,19483,,,['implementation'],,,,
Codeforces,1329E,Dreamoon Loves AA,3300.0,Hard,269,,,"['binary search', 'greedy']",,,,
Codeforces,1329D,Dreamoon Likes Strings,3100.0,Hard,538,,,"['constructive algorithms', 'data structures']",,,,
Codeforces,1329C,Drazil Likes Heap,2400.0,Hard,1808,,,"['constructive algorithms', 'data structures', 'greedy', 'implementation']",,,,
Codeforces,1329B,Dreamoon Likes Sequences,1700.0,Medium,7167,,,"['bitmasks', 'combinatorics', 'math']",,,,
Codeforces,1329A,Dreamoon Likes Coloring,1800.0,Medium,9766,,,"['constructive algorithms', 'greedy', 'implementation', 'math']",,,,
Codeforces,1328F,Make k Equal,2200.0,Hard,3535,,,['greedy'],,,,
Codeforces,1328E,Tree Queries,1900.0,Medium,12002,,,"['dfs and similar', 'graphs', 'trees']",,,,
Codeforces,1328D,Carousel,1800.0,Medium,14615,,,"['constructive algorithms', 'dp', 'graphs', 'greedy', 'math']",,,,
Codeforces,1328C,Ternary XOR,1200.0,Medium,33227,,,"['greedy', 'implementation']",,,,
Codeforces,1328B,K-th Beautiful String,1300.0,Medium,32226,,,"['binary search', 'brute force', 'combinatorics', 'implementation', 'math']",,,,
Codeforces,1328A,Divisibility Problem,800.0,Easy,133784,,,['math'],,,,
Codeforces,1327G,Letters and Question Marks,2800.0,Hard,534,,,"['bitmasks', 'dp', 'string suffix structures']",,,,
Codeforces,1327F,AND Segments,2500.0,Hard,2065,,,"['bitmasks', 'combinatorics', 'data structures', 'dp', 'two pointers']",,,,
Codeforces,1327E,Count The Blocks,1800.0,Medium,9739,,,"['combinatorics', 'dp', 'math']",,,,
Codeforces,1327D,Infinite Path,2200.0,Hard,3560,,,"['brute force', 'dfs and similar', 'graphs', 'math', 'number theory']",,,,
Codeforces,1327C,Game with Chips,1600.0,Medium,14117,,,"['constructive algorithms', 'implementation']",,,,
Codeforces,1327B,Princesses and Princes,1200.0,Medium,19545,,,"['brute force', 'graphs', 'greedy']",,,,
Codeforces,1327A,Sum of Odd Integers,1100.0,Easy,46206,,,['math'],,,,
Codeforces,1326G,Spiderweb Trees,3500.0,Hard,108,,,"['dp', 'geometry', 'trees']",,,,
Codeforces,1326F2,Wise Men (Hard Version),3200.0,Hard,687,,,"['bitmasks', 'dp', 'math']",,,,
Codeforces,1326F1,Wise Men (Easy Version),2600.0,Hard,1010,,,"['bitmasks', 'brute force', 'dp', 'meet-in-the-middle']",,,,
Codeforces,1326E,Bombs,2400.0,Hard,2489,,,"['data structures', 'two pointers']",,,,
Codeforces,1326D2,Prefix-Suffix Palindrome (Hard version),1800.0,Medium,11906,,,"['binary search', 'greedy', 'hashing', 'string suffix structures', 'strings']",,,,
Codeforces,1326D1,Prefix-Suffix Palindrome (Easy version),1500.0,Medium,13365,,,"['hashing', 'string suffix structures', 'strings']",,,,
Codeforces,1326C,Permutation Partitions,1300.0,Medium,16508,,,"['combinatorics', 'greedy', 'math']",,,,
Codeforces,1326B,Maximums,900.0,Easy,25397,,,"['implementation', 'math']",,,,
Codeforces,1326A,Bad Ugly Numbers,1000.0,Easy,32774,,,"['constructive algorithms', 'number theory']",,,,
Codeforces,1325F,Ehab's Last Theorem,2500.0,Hard,2384,,,"['constructive algorithms', 'dfs and similar', 'graphs', 'greedy']",,,,
Codeforces,1325E,Ehab's REAL Number Theory Problem,2600.0,Hard,2349,,,"['brute force', 'dfs and similar', 'graphs', 'number theory', 'shortest paths']",,,,
Codeforces,1325D,Ehab the Xorcist,1700.0,Medium,13709,,,"['bitmasks', 'constructive algorithms', 'greedy', 'number theory']",,,,
Codeforces,1325C,Ehab and Path-etic MEXs,1500.0,Medium,17564,,,"['constructive algorithms', 'dfs and similar', 'greedy', 'trees']",,,,
Codeforces,1325B,CopyCopyCopyCopyCopy,800.0,Easy,38966,,,"['greedy', 'implementation']",,,,
Codeforces,1325A,EhAb AnD gCd,800.0,Easy,46682,,,"['constructive algorithms', 'greedy', 'number theory']",,,,
Codeforces,1324F,Maximum White Subtree,1800.0,Medium,13349,,,"['dfs and similar', 'dp', 'graphs', 'trees']",,,,
Codeforces,1324E,Sleeping Schedule,1700.0,Medium,17296,,,"['dp', 'implementation']",,,,
Codeforces,1324D,Pair of Topics,1400.0,Medium,34562,,,"['binary search', 'data structures', 'sortings', 'two pointers']",,,,
Codeforces,1324C,Frog Jumps,1100.0,Easy,30711,,,"['binary search', 'data structures', 'dfs and similar', 'greedy', 'implementation']",,,,
Codeforces,1324B,Yet Another Palindrome Problem,1100.0,Easy,30919,,,"['brute force', 'strings']",,,,
Codeforces,1324A,Yet Another Tetris Problem,900.0,Easy,27381,,,"['implementation', 'number theory']",,,,
Codeforces,1323B,Count Subrectangles,1500.0,Medium,12048,,,"['binary search', 'greedy', 'implementation']",,,,
Codeforces,1323A,Even Subset Sum Problem,800.0,Easy,20971,,,"['brute force', 'dp', 'greedy', 'implementation']",,,,
Codeforces,1322F,Assigning Fares,3500.0,Hard,164,,,"['dp', 'trees']",,,,
Codeforces,1322E,Median Mountain Range,3300.0,Hard,348,,,['data structures'],,,,
Codeforces,1322D,Reality Show,2800.0,Hard,899,,,"['bitmasks', 'dp']",,,,
Codeforces,1322C,Instant Noodles,2300.0,Hard,2723,,,"['graphs', 'hashing', 'math', 'number theory']",,,,
Codeforces,1322B,Present,2100.0,Hard,4668,,,"['binary search', 'bitmasks', 'constructive algorithms', 'data structures', 'math', 'sortings']",,,,
Codeforces,1322A,Unusual Competitions,1300.0,Medium,12907,,,['greedy'],,,,
Codeforces,1321C,Remove Adjacent,1600.0,Medium,10599,,,"['brute force', 'constructive algorithms', 'greedy', 'strings']",,,,
Codeforces,1321A,Contest for Robots,900.0,Easy,15039,,,['greedy'],,,,
Codeforces,1320F,Blocks and Sensors,3500.0,Hard,176,,,['brute force'],,,,
Codeforces,1320E,Treeland and Viruses,3000.0,Hard,1090,,,"['data structures', 'dfs and similar', 'dp', 'shortest paths', 'trees']",,,,
Codeforces,1320D,Reachable Strings,2500.0,Hard,1719,,,"['data structures', 'hashing', 'strings']",,,,
Codeforces,1320C,World of Darkraft: Battle for Azathoth,2000.0,Hard,3437,,,"['brute force', 'data structures', 'sortings']",,,,
Codeforces,1320B,Navigation System,1700.0,Medium,6465,,,"['dfs and similar', 'graphs', 'shortest paths']",,,,
Codeforces,1320A,Journey Planning,1400.0,Medium,22269,,,"['data structures', 'dp', 'greedy', 'math', 'sortings']",,,,
Codeforces,1316F,Battalion Strength,2800.0,Hard,895,,,"['data structures', 'divide and conquer', 'probabilities']",,,,
Codeforces,1316E,Team Building,2300.0,Hard,5533,,,"['bitmasks', 'dp', 'greedy', 'sortings']",,,,
Codeforces,1316D,Nash Matrix,2000.0,Hard,3622,,,"['constructive algorithms', 'dfs and similar', 'graphs', 'implementation']",,,,
Codeforces,1316C,Primitive Primes,1800.0,Medium,7605,,,"['constructive algorithms', 'math', 'ternary search']",,,,
Codeforces,1316B,String Modification,1400.0,Medium,11788,,,"['brute force', 'constructive algorithms', 'implementation', 'sortings', 'strings']",,,,
Codeforces,1316A,Grade Allocation,800.0,Easy,19751,,,['implementation'],,,,
Codeforces,1315C,Restoring Permutation,1200.0,Medium,10676,,,['greedy'],,,,
Codeforces,1315B,Homecoming,1300.0,Medium,9679,,,"['binary search', 'dp', 'greedy', 'strings']",,,,
Codeforces,1315A,Dead Pixel,800.0,Easy,12968,,,['implementation'],,,,
Codeforces,1313E,Concatenation with intersection,2700.0,Hard,726,,,"['data structures', 'hashing', 'strings', 'two pointers']",,,,
Codeforces,1313D,Happy New Year,2500.0,Hard,1530,,,"['bitmasks', 'dp', 'implementation']",,,,
Codeforces,1313C2,Skyscrapers (hard version),1900.0,Medium,7361,,,"['data structures', 'dp', 'greedy']",,,,
Codeforces,1313C1,Skyscrapers (easy version),1500.0,Medium,11101,,,"['brute force', 'data structures', 'dp', 'greedy']",,,,
Codeforces,1313B,Different Rules,1700.0,Medium,7020,,,"['constructive algorithms', 'greedy', 'implementation', 'math']",,,,
Codeforces,1313A,Fast Food Restaurant,900.0,Easy,16337,,,"['brute force', 'greedy', 'implementation']",,,,
Codeforces,1312G,Autocompletion,2600.0,Hard,1083,,,"['data structures', 'dfs and similar', 'dp']",,,,
Codeforces,1312F,Attack on Red Kingdom,2500.0,Hard,1032,,,"['games', 'two pointers']",,,,
Codeforces,1312E,Array Shrinking,2100.0,Hard,7552,,,"['dp', 'greedy']",,,,
Codeforces,1312D,Count the Arrays,1700.0,Medium,10608,,,"['combinatorics', 'math']",,,,
Codeforces,1312C,Adding Powers,1400.0,Medium,18430,,,"['bitmasks', 'greedy', 'implementation', 'math', 'number theory', 'ternary search']",,,,
Codeforces,1312B,Bogosort,1000.0,Easy,40174,,,"['constructive algorithms', 'sortings']",,,,
Codeforces,1312A,Two Regular Polygons,800.0,Easy,27614,,,"['geometry', 'greedy', 'math', 'number theory']",,,,
Codeforces,1311F,Moving Points,1900.0,Medium,4884,,,"['data structures', 'divide and conquer', 'implementation', 'sortings']",,,,
Codeforces,1311E,Construct the Binary Tree,2200.0,Hard,2749,,,"['brute force', 'constructive algorithms', 'trees']",,,,
Codeforces,1311D,Three Integers,2000.0,Hard,9952,,,"['brute force', 'math']",,,,
Codeforces,1311C,Perform the Combo,1300.0,Medium,16913,,,['brute force'],,,,
Codeforces,1311B,WeirdSort,1200.0,Medium,20106,,,"['dfs and similar', 'sortings']",,,,
Codeforces,1311A,Add Odd or Subtract Even,800.0,Easy,46461,,,"['greedy', 'implementation', 'math']",,,,
Codeforces,1310F,Bad Cryptography,3400.0,Hard,103,,,"['math', 'number theory']",,,,
Codeforces,1310E,Strange Function,2900.0,Hard,406,,,['dp'],,,,
Codeforces,1310D,Tourism,2300.0,Hard,2071,,,"['dp', 'graphs', 'probabilities']",,,,
Codeforces,1310C,Au Pont Rouge,2800.0,Hard,731,,,"['binary search', 'dp', 'strings']",,,,
Codeforces,1310B,Double Elimination,2500.0,Hard,595,,,"['dp', 'implementation']",,,,
Codeforces,1310A,Recommendations,1700.0,Medium,5696,,,"['data structures', 'greedy', 'sortings']",,,,
Codeforces,1307G,Cow and Exercise,3100.0,Hard,600,,,"['flows', 'graphs', 'shortest paths']",,,,
Codeforces,1307F,Cow and Vacation,3300.0,Hard,682,,,"['dfs and similar', 'dsu', 'trees']",,,,
Codeforces,1307E,Cow and Treats,2500.0,Hard,1369,,,"['binary search', 'combinatorics', 'dp', 'greedy', 'implementation', 'math']",,,,
Codeforces,1307D,Cow and Fields,1900.0,Medium,7305,,,"['binary search', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'shortest paths', 'sortings']",,,,
Codeforces,1307C,Cow and Message,1500.0,Medium,12704,,,"['brute force', 'dp', 'math', 'strings']",,,,
Codeforces,1307B,Cow and Friend,1300.0,Medium,13883,,,"['geometry', 'greedy', 'math']",,,,
Codeforces,1307A,Cow and Haybales,800.0,Easy,15650,,,"['greedy', 'implementation']",,,,
Codeforces,1305H,Kuroni the Private Tutor,3500.0,Hard,173,,,"['binary search', 'greedy']",,,,
Codeforces,1305G,Kuroni and Antihype,3500.0,Hard,1403,,,"['bitmasks', 'brute force', 'dp', 'dsu', 'graphs']",,,,
Codeforces,1305F,Kuroni and the Punishment,2500.0,Hard,3256,,,"['math', 'number theory', 'probabilities']",,,,
Codeforces,1305E,Kuroni and the Score Distribution,2200.0,Hard,3278,,,"['constructive algorithms', 'greedy', 'implementation', 'math']",,,,
Codeforces,1305D,Kuroni and the Celebration,1900.0,Medium,5380,,,"['constructive algorithms', 'dfs and similar', 'interactive', 'trees']",,,,
Codeforces,1305C,Kuroni and Impossible Calculation,1600.0,Medium,19295,,,"['brute force', 'combinatorics', 'math', 'number theory']",,,,
Codeforces,1305B,Kuroni and Simple Strings,1200.0,Medium,12524,,,"['constructive algorithms', 'greedy', 'strings', 'two pointers']",,,,
Codeforces,1305A,Kuroni and the Gifts,800.0,Easy,14660,,,"['brute force', 'constructive algorithms', 'greedy', 'sortings']",,,,
Codeforces,1304F2,Animal Observation (hard version),2400.0,Hard,1821,,,"['data structures', 'dp', 'greedy']",,,,
Codeforces,1304F1,Animal Observation (easy version),2300.0,Hard,2005,,,"['data structures', 'dp']",,,,
Codeforces,1304E,1-Trees and Queries,2000.0,Hard,5935,,,"['data structures', 'dfs and similar', 'shortest paths', 'trees']",,,,
Codeforces,1304D,Shortest and Longest LIS,1800.0,Medium,6734,,,"['constructive algorithms', 'graphs', 'greedy', 'two pointers']",,,,
Codeforces,1304C,Air Conditioner,1500.0,Medium,17826,,,"['dp', 'greedy', 'implementation', 'sortings', 'two pointers']",,,,
Codeforces,1304B,Longest Palindrome,1100.0,Easy,18808,,,"['brute force', 'constructive algorithms', 'greedy', 'implementation', 'strings']",,,,
Codeforces,1304A,Two Rabbits,800.0,Easy,26859,,,['math'],,,,
Codeforces,1303G,Sum of Prefix Sums,2700.0,Hard,1019,,,"['data structures', 'divide and conquer', 'geometry', 'trees']",,,,
Codeforces,1303F,Number of Components,2800.0,Hard,626,,,"['dsu', 'implementation']",,,,
Codeforces,1303E,Erase Subsequences,2200.0,Hard,3227,,,"['dp', 'strings']",,,,
Codeforces,1303D,Fill The Bag,1900.0,Medium,7741,,,"['bitmasks', 'greedy']",,,,
Codeforces,1303C,Perfect Keyboard,1600.0,Medium,12929,,,"['dfs and similar', 'greedy', 'implementation']",,,,
Codeforces,1303B,National Project,1400.0,Medium,16853,,,['math'],,,,
Codeforces,1303A,Erasing Zeroes,800.0,Easy,37000,,,"['implementation', 'strings']",,,,
Codeforces,1302J,Keep talking and nobody explodes -- hard,,Unknown,12,,,[],,,,
Codeforces,1302I,Deja vu,,Unknown,8,,,[],,,,
Codeforces,1302H,Who needs suffix structures?,,Unknown,11,,,[],,,,
Codeforces,1302G,Keep talking and nobody explodes -- medium,,Unknown,24,,,[],,,,
Codeforces,1302F,Keep talking and nobody explodes -- easy,,Unknown,76,,,"['bitmasks', 'brute force', 'expression parsing']",,,,
Codeforces,1302E,Amazing bitset,,Unknown,51,,,[],,,,
Codeforces,1302D,Dijkstra,,Unknown,98,,,[],,,,
Codeforces,1302C,Segment tree or Fenwick?,,Unknown,388,,,['data structures'],,,,
Codeforces,1302B,DAG,,Unknown,156,,,['constructive algorithms'],,,,
Codeforces,1302A,Nash equilibrium,,Unknown,299,,,[],,,,
Codeforces,1301F,Super Jaber,2600.0,Hard,1419,,,"['dfs and similar', 'graphs', 'implementation', 'shortest paths']",,,,
Codeforces,1301E,Nanosoft,2500.0,Hard,1621,,,"['binary search', 'data structures', 'dp', 'implementation']",,,,
Codeforces,1301D,Time to Run,2000.0,Hard,4254,,,"['constructive algorithms', 'graphs', 'implementation']",,,,
Codeforces,1301C,Ayoub's function,1700.0,Medium,9929,,,"['binary search', 'combinatorics', 'greedy', 'math', 'strings']",,,,
Codeforces,1301B,Motarack's Birthday,1500.0,Medium,15032,,,"['binary search', 'greedy', 'ternary search']",,,,
Codeforces,1301A,Three Strings,800.0,Easy,20150,,,"['implementation', 'strings']",,,,
Codeforces,1300B,Assigning to Classes,1000.0,Easy,26075,,,"['greedy', 'implementation', 'sortings']",,,,
Codeforces,1300A,Non-zero,800.0,Easy,21706,,,"['implementation', 'math']",,,,
Codeforces,1299E,So Mean,3400.0,Hard,212,,,"['interactive', 'math']",,,,
Codeforces,1299D,Around the World,3000.0,Hard,530,,,"['bitmasks', 'combinatorics', 'dfs and similar', 'dp', 'graphs', 'math', 'trees']",,,,
Codeforces,1299C,Water Balance,2100.0,Hard,4365,,,"['data structures', 'geometry', 'greedy']",,,,
Codeforces,1299B,Aerodynamic,1800.0,Medium,5655,,,['geometry'],,,,
Codeforces,1299A,Anu Has a Function,1500.0,Medium,12568,,,"['brute force', 'greedy', 'math']",,,,
Codeforces,1297I,Falling Blocks,,Unknown,38,,,"['*special', 'data structures']",,,,
Codeforces,1297H,Paint the String,,Unknown,53,,,"['*special', 'dp', 'strings']",,,,
Codeforces,1297G,M-numbers,,Unknown,78,,,"['*special', 'dp', 'math']",,,,
Codeforces,1297F,Movie Fan,,Unknown,127,,,"['*special', 'data structures', 'greedy', 'implementation', 'sortings']",,,,
Codeforces,1297E,Modernization of Treeland,,Unknown,219,,,"['*special', 'dfs and similar', 'trees']",,,,
Codeforces,1297D,Bonus Distribution ,,Unknown,274,,,"['*special', 'binary search', 'greedy', 'sortings']",,,,
Codeforces,1297C,Dream Team,,Unknown,414,,,"['*special', 'greedy']",,,,
Codeforces,1297B,Cartoons,,Unknown,433,,,"['*special', 'implementation', 'sortings']",,,,
Codeforces,1297A,Likes Display,,Unknown,958,,,"['*special', 'implementation']",,,,
Codeforces,1296F,Berland Beauty,2100.0,Hard,3103,,,"['constructive algorithms', 'dfs and similar', 'greedy', 'sortings', 'trees']",,,,
Codeforces,1296E2,String Coloring (hard version),2000.0,Hard,5473,,,"['data structures', 'dp']",,,,
Codeforces,1296E1,String Coloring (easy version),1800.0,Medium,8250,,,"['constructive algorithms', 'dp', 'graphs', 'greedy', 'sortings']",,,,
Codeforces,1296D,Fight with Monsters,1500.0,Medium,15138,,,"['greedy', 'sortings']",,,,
Codeforces,1296C,Yet Another Walking Robot,1500.0,Medium,15771,,,"['data structures', 'implementation']",,,,
Codeforces,1296B,Food Buying,900.0,Easy,32804,,,['math'],,,,
Codeforces,1296A,Array with Odd Sum,800.0,Easy,48725,,,['math'],,,,
Codeforces,1295F,Good Contest,2700.0,Hard,1511,,,"['combinatorics', 'dp', 'probabilities']",,,,
Codeforces,1295E,Permutation Separation,2200.0,Hard,2815,,,"['data structures', 'divide and conquer']",,,,
Codeforces,1295D,Same GCDs,1800.0,Medium,10304,,,"['math', 'number theory']",,,,
Codeforces,1295C,Obtain The String,1600.0,Medium,13952,,,"['dp', 'greedy', 'strings']",,,,
Codeforces,1295B,Infinite Prefixes,1700.0,Medium,9984,,,"['math', 'strings']",,,,
Codeforces,1295A,Display The Number,900.0,Easy,24218,,,['greedy'],,,,
Codeforces,1294F,Three Paths on a Tree,2000.0,Hard,6969,,,"['dfs and similar', 'dp', 'greedy', 'trees']",,,,
Codeforces,1294E,Obtain a Permutation,1900.0,Medium,5218,,,"['greedy', 'implementation', 'math']",,,,
Codeforces,1294D,MEX maximizing,1600.0,Medium,12740,,,"['data structures', 'greedy', 'implementation', 'math']",,,,
Codeforces,1294C,Product of Three Numbers,1300.0,Medium,47278,,,"['greedy', 'math', 'number theory']",,,,
Codeforces,1294B,Collecting Packages,1200.0,Medium,23003,,,"['implementation', 'sortings']",,,,
Codeforces,1294A,Collecting Coins,800.0,Easy,53847,,,['math'],,,,
Codeforces,1293B,JOE is on TV!,1000.0,Easy,22341,,,"['combinatorics', 'greedy', 'math']",,,,
Codeforces,1293A,ConneR and the A.R.C. Markland-N,1100.0,Easy,16202,,,"['binary search', 'brute force', 'implementation']",,,,
