platform,problem_id,title,difficulty_raw,difficulty_band,accepted_count,submission_count,acceptance_rate,contest_id,irt_users,is_experimental
AtCoder,abc296_d,G. M<=ab,999.0,Medium,,,,adt_medium_20240206_1,7066.0,False
AtCoder,abc296_e,H. Transition Game,1285.0,Medium,,,,adt_all_20231128_2,7066.0,False
AtCoder,abc296_f,I. Simultaneous Swap,1811.0,Medium,,,,adt_hard_20240130_2,7066.0,False
AtCoder,abc296_g,G. Polygon and Points,2241.0,Hard,,,,abc296,7066.0,False
AtCoder,abc296_h,Ex. Unite,2822.0,Hard,,,,abc296,7066.0,False
AtCoder,abc297_a,A. Double Click,-900.0,Easy,,,,adt_easy_20240116_1,5499.0,False
AtCoder,abc297_b,C. chess960,-455.0,Easy,,,,adt_medium_20231221_2,5499.0,False
AtCoder,abc297_c,E. PC on the Table,-172.0,Easy,,,,adt_all_20231121_1,6301.0,False
AtCoder,abc297_d,G. Count Subtractions,247.0,Easy,,,,adt_medium_20240116_1,6301.0,False
AtCoder,abc297_e,H. Kth Takoyaki Set,1176.0,Medium,,,,adt_all_20231130_1,6301.0,False
AtCoder,abc297_f,I. Minimum Bounding Box 2,1990.0,Medium,,,,adt_hard_20240125_3,6301.0,False
AtCoder,abc297_g,G. Constrained Nim 2,1834.0,Medium,,,,abc297,6301.0,False
AtCoder,abc297_h,Ex. Diff Adjacent,2855.0,Hard,,,,abc297,6301.0,False
AtCoder,abc298_a,B. Job Interview,,Unknown,,,,adt_all_20231128_2,,False
AtCoder,abc298_b,C. Coloring Matrix,,Unknown,,,,adt_easy_20231207_2,,False
AtCoder,abc298_c,F. Cards Query Problem,448.0,Easy,,,,adt_all_20231206_2,6574.0,False
AtCoder,abc298_d,G. Writing a Numeral,882.0,Medium,,,,adt_all_20240404_1,6574.0,False
AtCoder,abc298_e,H. Unfair Sugoroku,1300.0,Medium,,,,adt_hard_20240424_2,6574.0,False
AtCoder,abc298_f,I. Rook Score,1535.0,Medium,,,,adt_all_20231129_1,6574.0,False
AtCoder,abc298_g,G. Strawberry War,2405.0,Hard,,,,abc298,6574.0,False
AtCoder,abc298_h,Ex. Sum of Min of Length,2792.0,Hard,,,,abc298,6574.0,False
AtCoder,abc299_a,B. Treasure Chest,,Unknown,,,,adt_all_20231227_1,,False
AtCoder,abc299_b,C. Trick Taking,,Unknown,,,,adt_all_20231206_2,,False
AtCoder,abc299_c,E. Dango,104.0,Easy,,,,adt_medium_20240207_3,6203.0,False
AtCoder,abc299_d,G. Find by Query,684.0,Easy,,,,adt_all_20231205_1,6203.0,False
AtCoder,abc299_e,H. Nearest Black Vertex,1216.0,Medium,,,,adt_hard_20240214_3,6203.0,False
AtCoder,abc299_f,I. Square Subsequence,2349.0,Hard,,,,adt_hard_20240206_3,6203.0,False
AtCoder,abc299_g,G. Minimum Permutation,2066.0,Hard,,,,abc299,6203.0,False
AtCoder,abc299_h,Ex. Dice Sum Infinity,2984.0,Hard,,,,abc299,6203.0,False
AtCoder,abc300_a,B. N-choice question,-1147.0,Easy,,,,adt_all_20231220_2,5042.0,False
AtCoder,abc300_b,D. Same Map in the RPG World,350.0,Easy,,,,adt_all_20231121_1,5042.0,False
AtCoder,abc300_c,E. Cross,534.0,Easy,,,,adt_medium_20231205_2,5042.0,False
AtCoder,abc300_d,G. AABCC,908.0,Medium,,,,adt_all_20231228_1,5042.0,False
AtCoder,abc300_e,H. Dice Product 3,1354.0,Medium,,,,adt_hard_20240206_3,5042.0,False
AtCoder,abc300_f,I. More Holidays,1846.0,Medium,,,,adt_all_20240619_1,5042.0,False
AtCoder,abc300_g,G. P-smooth number,2343.0,Hard,,,,abc300,5042.0,False
AtCoder,abc300_h,Ex. Fibonacci: Revisited,3209.0,Hard,,,,abc300,5042.0,False
AtCoder,abc301_a,B. Overall Winner,-821.0,Easy,,,,adt_all_20231129_2,5872.0,False
AtCoder,abc301_b,C.  Fill the Gaps,-314.0,Easy,,,,adt_easy_20231129_1,5872.0,False
AtCoder,abc301_c,E. AtCoder Cards,379.0,Easy,,,,adt_all_20231226_2,6846.0,False
AtCoder,abc301_d,G. Bitmask,885.0,Medium,,,,adt_medium_20231207_1,6846.0,False
AtCoder,abc301_e,H. Pac-Takahashi ,1673.0,Medium,,,,adt_all_20240924_1,6846.0,False
AtCoder,abc301_f,I. Anti-DDoS,2548.0,Hard,,,,adt_all_20231212_1,6846.0,False
AtCoder,abc301_g,G. Worst Picture,3262.0,Hard,,,,abc301,6846.0,False
AtCoder,abc301_h,Ex. Difference of Distance,2898.0,Hard,,,,abc301,6846.0,False
AtCoder,abc302_a,B. Attack,-723.0,Easy,,,,adt_all_20231121_2,6109.0,False
AtCoder,abc302_b,D. Find snuke,349.0,Easy,,,,adt_all_20260615_1,6109.0,False
AtCoder,abc302_c,F. Almost Equal,469.0,Easy,,,,adt_all_20260616_1,7065.0,False
AtCoder,abc302_d,G. Impartial Gift,682.0,Easy,,,,adt_medium_20231206_1,7065.0,False
AtCoder,abc302_e,H. Isolation,988.0,Medium,,,,adt_hard_20240411_3,7065.0,False
AtCoder,abc302_f,I. Merge Set,1430.0,Medium,,,,adt_all_20231205_1,7065.0,False
AtCoder,abc302_g,G. Sort from 1 to 4,1891.0,Medium,,,,abc302,7065.0,False
AtCoder,abc302_h,Ex. Ball Collector,2407.0,Hard,,,,abc302,7065.0,False
AtCoder,abc303_a,B. Similar String,-763.0,Easy,,,,adt_easy_20240221_1,6311.0,False
AtCoder,abc303_b,D. Discord,-110.0,Easy,,,,adt_all_20231212_1,6311.0,False
AtCoder,abc303_c,E. Dash,417.0,Easy,,,,adt_easy_20231207_2,7323.0,False
AtCoder,abc303_d,G. Shift vs. CapsLock,778.0,Easy,,,,adt_medium_20240111_2,7323.0,False
AtCoder,abc303_e,H. A Gift From the Stars,1113.0,Medium,,,,adt_all_20240109_1,7323.0,False
AtCoder,abc303_f,I. Damage over Time,2381.0,Hard,,,,adt_hard_20240208_3,7323.0,False
AtCoder,abc303_g,G. Bags Game,2736.0,Hard,,,,abc303,7323.0,False
AtCoder,abc303_h,Ex. Constrained Tree Degree,2501.0,Hard,,,,abc303,7323.0,False
AtCoder,abc304_a,B. First Player,,Unknown,,,,adt_all_20231205_2,,False
AtCoder,abc304_b,C. Subscribers,,Unknown,,,,adt_medium_20231214_1,,False
AtCoder,abc304_c,F. Virus,365.0,Easy,,,,adt_all_20231228_1,6785.0,False
AtCoder,abc304_d,G. A Piece of Cake,1015.0,Medium,,,,adt_all_20240102_2,6785.0,False
AtCoder,abc304_e,H. Good Graph,971.0,Medium,,,,adt_hard_20240404_3,6785.0,False
AtCoder,abc304_f,I. Shift Table,1619.0,Medium,,,,adt_all_20240131_1,6785.0,False
AtCoder,abc304_g,G. Max of Medians,3177.0,Hard,,,,abc304,6785.0,False
AtCoder,abc304_h,Ex. Constrained Topological Sort,2642.0,Hard,,,,abc304,6785.0,False
AtCoder,abc305_a,A. Water Station,-1093.0,Easy,,,,adt_all_20231207_1,6006.0,False
AtCoder,abc305_b,D. ABCDEFG,-749.0,Easy,,,,adt_easy_20231227_2,6006.0,False
AtCoder,abc305_c,E. Snuke the Cookie Picker,30.0,Easy,,,,adt_medium_20231130_1,6966.0,False
AtCoder,abc305_d,G. Sleep Log,671.0,Easy,,,,adt_medium_20240214_3,6966.0,False
AtCoder,abc305_e,H. Art Gallery on Graph,1158.0,Medium,,,,adt_hard_20240222_3,6966.0,False
AtCoder,abc305_f,I. Dungeon Explore,1420.0,Medium,,,,adt_hard_20240522_3,6966.0,False
AtCoder,abc305_g,G. Banned Substrings,1989.0,Medium,,,,abc305,6966.0,False
AtCoder,abc305_h,Ex. Shojin,3344.0,Hard,,,,abc305,6966.0,False
AtCoder,abc306_a,B. Echo,,Unknown,,,,adt_easy_20240130_1,,False
AtCoder,abc306_b,C. Base 2,,Unknown,,,,adt_medium_20231128_2,,False
AtCoder,abc306_c,F. Centers,31.0,Easy,,,,adt_medium_20240111_2,7471.0,False
AtCoder,abc306_d,G. Poisonous Full-Course,596.0,Easy,,,,adt_all_20231128_1,7471.0,False
AtCoder,abc306_e,H. Best Performances,1268.0,Medium,,,,adt_all_20231205_1,7471.0,False
AtCoder,abc306_f,I. Merge Sets,1557.0,Medium,,,,adt_all_20240228_1,7471.0,False
AtCoder,abc306_g,G. Return to 1,2563.0,Hard,,,,abc306,7471.0,False
AtCoder,abc306_h,Ex. Balance Scale,3335.0,Hard,,,,abc306,7471.0,False
AtCoder,abc307_a,A. Weekly Records,-1088.0,Easy,,,,adt_easy_20260616_2,5886.0,False
AtCoder,abc307_b,C. racecar,-298.0,Easy,,,,adt_all_20240104_1,5886.0,False
AtCoder,abc307_c,F. Ideal Sheet,1307.0,Medium,,,,adt_medium_20231212_2,6833.0,False
AtCoder,abc307_d,G. Mismatched Parentheses,666.0,Easy,,,,adt_medium_20240208_3,6833.0,False
AtCoder,abc307_e,H. Distinct Adjacent,1240.0,Medium,,,,adt_all_20231123_1,6833.0,False
AtCoder,abc307_f,I. Virus 2,2139.0,Hard,,,,adt_hard_20240215_2,6833.0,False
AtCoder,abc307_g,G. Approximate Equalization,2330.0,Hard,,,,abc307,6833.0,False
AtCoder,abc307_h,Ex. Marquee,2754.0,Hard,,,,abc307,6833.0,False
AtCoder,abc308_a,B. New Scheme,-881.0,Easy,,,,adt_easy_20231220_1,6616.0,False
AtCoder,abc308_b,D. Default Price,-417.0,Easy,,,,adt_easy_20231207_2,6616.0,False
AtCoder,abc308_c,F. Standings,605.0,Easy,,,,adt_all_20231128_1,7690.0,False
AtCoder,abc308_d,G. Snuke Maze,619.0,Easy,,,,adt_medium_20240201_3,7690.0,False
AtCoder,abc308_e,H. MEX,1042.0,Medium,,,,adt_hard_20240221_2,7690.0,False
AtCoder,abc308_f,I. Vouchers,1284.0,Medium,,,,adt_all_20231121_1,7690.0,False
AtCoder,abc308_g,G. Minimum Xor Pair Query,2008.0,Hard,,,,abc308,7690.0,False
AtCoder,abc308_h,Ex. Make Q,2861.0,Hard,,,,abc308,7690.0,False
AtCoder,abc309_a,A. Nine,-756.0,Easy,,,,adt_all_20231214_1,6898.0,False
AtCoder,abc309_b,D. Rotate,-68.0,Easy,,,,adt_medium_20240104_2,6898.0,False
AtCoder,abc309_c,F. Medicine,344.0,Easy,,,,adt_all_20260615_1,7939.0,False
AtCoder,abc309_d,G. Add One Edge,621.0,Easy,,,,adt_medium_20240220_3,7939.0,False
AtCoder,abc309_e,H. Family and Insurance,957.0,Medium,,,,adt_all_20231228_2,7939.0,False
AtCoder,abc309_f,I. Box in Box,1619.0,Medium,,,,adt_all_20231206_2,7939.0,False
AtCoder,abc309_g,G. Ban Permutation,2372.0,Hard,,,,abc309,7939.0,False
AtCoder,abc309_h,Ex. Simple Path Counting Problem,3029.0,Hard,,,,abc309,7939.0,False
AtCoder,abc310_a,B. Order Something Else,-749.0,Easy,,,,adt_all_20231219_1,6786.0,False
AtCoder,abc310_b,C. Strictly Superior,171.0,Easy,,,,adt_easy_20260616_2,6786.0,False
AtCoder,abc310_c,E. Reversible,245.0,Easy,,,,adt_hard_20240206_2,7765.0,False
AtCoder,abc310_d,G. Peaceful Teams,1368.0,Medium,,,,adt_all_20240430_1,7765.0,False
AtCoder,abc310_e,H. NAND repeatedly,1261.0,Medium,,,,adt_all_20231226_2,7765.0,False
AtCoder,abc310_f,I. Make 10 Again,1938.0,Medium,,,,adt_hard_20240208_2,7765.0,False
AtCoder,abc310_g,G. Takahashi And Pass-The-Ball Game,2696.0,Hard,,,,abc310,7765.0,False
AtCoder,abc310_h,Ex. Negative Cost,3343.0,Hard,,,,abc310,7765.0,False
AtCoder,abc311_a,B. First ABC,-876.0,Easy,,,,adt_all_20240110_1,7442.0,False
AtCoder,abc311_b,C. Vacation Together,-312.0,Easy,,,,adt_all_20231213_2,7442.0,False
AtCoder,abc311_c,F. Find it!,448.0,Easy,,,,adt_all_20240222_1,9464.0,False
AtCoder,abc311_d,G. Grid Ice Floor,885.0,Medium,,,,adt_medium_20231226_1,9464.0,False
AtCoder,abc311_e,H. Defect-free Squares,1293.0,Medium,,,,adt_all_20240425_1,9464.0,False
AtCoder,abc311_f,I. Yet Another Grid Task,1984.0,Medium,,,,adt_hard_20240220_2,9464.0,False
AtCoder,abc311_g,G. One More Grid Task,2265.0,Hard,,,,abc311,9464.0,False
AtCoder,abc311_h,Ex. Many Illumination Plans,3605.0,Hard,,,,abc311,9464.0,False
AtCoder,abc312_a,A. Chord,-990.0,Easy,,,,adt_easy_20231220_1,6991.0,False
AtCoder,abc312_b,D. TaK Code,153.0,Easy,,,,adt_easy_20231122_1,6991.0,False
AtCoder,abc312_c,F. Invisible Hand,727.0,Easy,,,,adt_medium_20231214_2,8468.0,False
AtCoder,abc312_d,G. Count Bracket Sequences,964.0,Medium,,,,adt_medium_20240222_3,8468.0,False
AtCoder,abc312_e,H. Tangency of Cuboids ,2047.0,Hard,,,,adt_all_20240227_1,8468.0,False
AtCoder,abc312_f,I. Cans and Openers,1534.0,Medium,,,,adt_hard_20240307_2,8468.0,False
AtCoder,abc312_g,G. Avoid Straight Line,1819.0,Medium,,,,abc312,8468.0,False
AtCoder,abc312_h,Ex. snukesnuke,2477.0,Hard,,,,abc312,8468.0,False
AtCoder,abc313_a,B. To Be Saikyo,-524.0,Easy,,,,adt_all_20240109_2,6923.0,False
AtCoder,abc313_b,D. Who is Saikyo?,147.0,Easy,,,,adt_easy_20240103_2,6923.0,False
AtCoder,abc313_c,F. Approximate Equalization 2,681.0,Easy,,,,adt_hard_20240130_2,8464.0,False
AtCoder,abc313_d,G. Odd or Even,1630.0,Medium,,,,adt_medium_20240215_3,8464.0,False
AtCoder,abc313_e,H. Duplicate,1672.0,Medium,,,,adt_all_20260616_1,8464.0,False
AtCoder,abc313_f,I. Flip Machines,3100.0,Hard,,,,adt_all_20240103_1,8464.0,False
AtCoder,abc313_g,G. Redistribution of Piles,2454.0,Hard,,,,abc313,8464.0,False
AtCoder,abc313_h,Ex. Group Photo,3008.0,Hard,,,,abc313,8464.0,False
AtCoder,abc314_a,A. 3.14,-630.0,Easy,,,,adt_all_20260615_1,6748.0,False
AtCoder,abc314_b,D. Roulette,-34.0,Easy,,,,adt_medium_20231227_1,6748.0,False
AtCoder,abc314_c,E. Rotate Colored Subsequence,337.0,Easy,,,,adt_medium_20231121_2,8274.0,False
AtCoder,abc314_d,G. LOWER,585.0,Easy,,,,adt_all_20231226_2,8274.0,False
AtCoder,abc314_e,H. Roulettes,1722.0,Medium,,,,adt_hard_20240118_3,8274.0,False
AtCoder,abc314_f,I. A Certain Game,1736.0,Medium,,,,adt_hard_20240201_2,8274.0,False
AtCoder,abc314_g,G. Amulets,2301.0,Hard,,,,abc314,8274.0,False
AtCoder,abc314_h,Ex. Disk and Segments,2938.0,Hard,,,,abc314,8274.0,False
AtCoder,abc315_a,B. tcdr,-997.0,Easy,,,,adt_all_20240111_1,6654.0,False
AtCoder,abc315_b,C. The Middle Day,-470.0,Easy,,,,adt_medium_20231212_2,6654.0,False
AtCoder,abc315_c,E. Flavors,312.0,Easy,,,,adt_all_20231219_1,8572.0,False
AtCoder,abc315_d,G. Magical Cookies,1531.0,Medium,,,,adt_medium_20240207_3,8572.0,False
AtCoder,abc315_e,H. Prerequisites,921.0,Medium,,,,adt_all_20240102_2,8572.0,False
AtCoder,abc315_f,I. Shortcuts,1674.0,Medium,,,,adt_hard_20240806_2,8572.0,False
AtCoder,abc315_g,"G. Ai + Bj + Ck = X (1 <= i, j, k <= N)",2315.0,Hard,,,,abc315,8572.0,False
AtCoder,abc315_h,Ex. Typical Convolution Problem,2807.0,Hard,,,,abc315,8572.0,False
AtCoder,abc317_a,B. Potions,-942.0,Easy,,,,adt_all_20240103_1,6723.0,False
AtCoder,abc317_b,C. MissingNo.,-764.0,Easy,,,,adt_easy_20231213_1,6723.0,False
AtCoder,abc317_c,F. Remembering the Days,604.0,Easy,,,,adt_all_20260616_2,7974.0,False
AtCoder,abc317_d,G. President,929.0,Medium,,,,adt_all_20240109_2,7974.0,False
AtCoder,abc317_e,H. Avoid Eye Contact,1085.0,Medium,,,,adt_all_20231227_2,7974.0,False
AtCoder,abc317_f,I. Nim,2072.0,Hard,,,,adt_hard_20240220_3,7974.0,False
AtCoder,abc317_g,G. Rearranging,2649.0,Hard,,,,abc317,7974.0,False
AtCoder,abc317_h,Ex. Walk,3426.0,Hard,,,,abc317,7974.0,False
AtCoder,abc318_a,A. Full Moon,-934.0,Easy,,,,adt_all_20231129_2,8032.0,False
AtCoder,abc318_b,D. Overlapping sheets,-152.0,Easy,,,,adt_easy_20231214_2,8032.0,False
AtCoder,abc318_c,F. Blue Spring,400.0,Easy,,,,adt_all_20240109_2,10564.0,False
AtCoder,abc318_d,G. General Weighted Max Matching,1017.0,Medium,,,,adt_medium_20240305_3,10564.0,False
AtCoder,abc318_e,H. Sandwiches,1004.0,Medium,,,,adt_all_20240613_1,10564.0,False
AtCoder,abc318_f,I. Octopus,2009.0,Hard,,,,adt_hard_20240328_3,10564.0,False
AtCoder,abc318_g,G. Typical Path Problem,2260.0,Hard,,,,abc318,10564.0,False
AtCoder,abc318_h,Ex. Count Strong Test Cases,2785.0,Hard,,,,abc318,10564.0,False
AtCoder,abc319_a,A. Legendary Players,-1069.0,Easy,,,,adt_easy_20240117_1,8554.0,False
AtCoder,abc319_b,D. Measure,-299.0,Easy,,,,adt_easy_20240110_2,8554.0,False
AtCoder,abc319_c,F. False Hope,1111.0,Medium,,,,adt_all_20231213_2,10983.0,False
AtCoder,abc319_d,G. Minimum Width,631.0,Easy,,,,adt_all_20231129_2,10983.0,False
AtCoder,abc319_e,H. Bus Stops,1353.0,Medium,,,,adt_hard_20240514_2,10983.0,False
AtCoder,abc319_f,I. Fighter Takahashi,2480.0,Hard,,,,adt_all_20240104_2,10983.0,False
AtCoder,abc319_g,G. Counting Shortest Paths,2185.0,Hard,,,,abc319,10983.0,False
AtCoder,abc320_a,B. Leyland Number,-1061.0,Easy,,,,adt_easy_20240103_2,8006.0,False
AtCoder,abc320_b,D. Longest Palindrome,-225.0,Easy,,,,adt_easy_20231213_1,8006.0,False
AtCoder,abc320_c,F. Slot Strategy 2 (Easy),851.0,Medium,,,,adt_medium_20231213_1,10478.0,False
AtCoder,abc320_d,G. Relative Position,873.0,Medium,,,,adt_medium_20240110_1,10478.0,False
AtCoder,abc320_e,H. Somen Nagashi,1096.0,Medium,,,,adt_all_20240709_1,10478.0,False
AtCoder,abc320_f,I. Fuel Round Trip,2042.0,Hard,,,,adt_all_20240110_2,10478.0,False
AtCoder,abc320_g,G. Slot Strategy 2 (Hard),2575.0,Hard,,,,abc320,10478.0,False
AtCoder,abc321_a,B. 321-like Checker,-754.0,Easy,,,,adt_easy_20240312_2,8446.0,False
AtCoder,abc321_b,D. Cutoff,160.0,Easy,,,,adt_medium_20240111_2,8446.0,False
AtCoder,abc321_c,E. 321-like Searcher,591.0,Easy,,,,adt_easy_20240314_1,11118.0,False
AtCoder,abc321_d,G. Set Menu,806.0,Medium,,,,adt_hard_20240523_2,11118.0,False
AtCoder,abc321_e,H. Complete Binary Tree,1627.0,Medium,,,,adt_all_20240110_2,11118.0,False
AtCoder,abc321_f,I. #(subset sum = K) with Add and Erase ,1645.0,Medium,,,,adt_all_20240102_2,11118.0,False
AtCoder,abc321_g,G. Electric Circuit,2439.0,Hard,,,,abc321,11118.0,False
AtCoder,abc322_a,A. First ABC 2,-992.0,Easy,,,,adt_easy_20240201_3,8360.0,False
AtCoder,abc322_b,D. Prefix and Suffix,-398.0,Easy,,,,adt_medium_20231214_1,8360.0,False
AtCoder,abc322_c,F. Festival,-56.0,Easy,,,,adt_hard_20240118_3,10990.0,False
AtCoder,abc322_d,G. Polyomino,1310.0,Medium,,,,adt_medium_20240110_2,10990.0,False
AtCoder,abc322_e,H. Product Development,1193.0,Medium,,,,adt_hard_20240117_3,10990.0,False
AtCoder,abc322_f,I. Vacation Query,1806.0,Medium,,,,adt_all_20240103_2,10990.0,False
AtCoder,abc322_g,G. Two Kinds of Base,2876.0,Hard,,,,abc322,10990.0,False
AtCoder,abc323_a,B. Weak Beats,-921.0,Easy,,,,adt_easy_20240201_2,8553.0,False
AtCoder,abc323_b,D. Round-Robin Tournament,-267.0,Easy,,,,adt_all_20231213_2,8553.0,False
AtCoder,abc323_c,E. World Tour Finals,354.0,Easy,,,,adt_all_20240109_1,11410.0,False
AtCoder,abc323_d,G. Merge Slimes,852.0,Medium,,,,adt_all_20240313_1,11410.0,False
AtCoder,abc323_e,H. Playlist,1279.0,Medium,,,,adt_all_20240612_1,11410.0,False
AtCoder,abc323_f,I. Push and Carry,1532.0,Medium,,,,adt_all_20231227_2,11410.0,False
AtCoder,abc323_g,G. Inversion of Tree,3091.0,Hard,,,,abc323,11410.0,False
AtCoder,abc324_a,B. Same,-922.0,Easy,,,,adt_easy_20240118_2,7649.0,False
AtCoder,abc324_b,D. 3-smooth Numbers,-193.0,Easy,,,,adt_medium_20231212_2,7649.0,False
AtCoder,abc324_c,F. Error Correction,637.0,Easy,,,,adt_medium_20240110_1,9512.0,False
AtCoder,abc324_d,G. Square Permutation,895.0,Medium,,,,adt_all_20240201_1,9512.0,False
AtCoder,abc324_e,H. Joint Two Strings,1153.0,Medium,,,,adt_all_20260617_2,9512.0,False
AtCoder,abc324_f,I. Beautiful Path,1815.0,Medium,,,,adt_hard_20240116_1,9512.0,False
AtCoder,abc324_g,G. Generate Arrays,2501.0,Hard,,,,abc324,9512.0,False
AtCoder,abc325_a,B. Takahashi san,-1158.0,Easy,,,,adt_easy_20240312_3,6357.0,False
AtCoder,abc325_b,C. World Meeting,61.0,Easy,,,,adt_medium_20231226_1,6357.0,False
AtCoder,abc325_c,E. Sensors,400.0,Easy,,,,adt_hard_20240214_2,7318.0,False
AtCoder,abc325_d,G. Printing Machine,1367.0,Medium,,,,adt_hard_20240515_2,7318.0,False
AtCoder,abc325_e,"H. Our clients, please wait a moment",1093.0,Medium,,,,adt_all_20231122_1,7318.0,False
AtCoder,abc325_f,I. Sensor Optimization Dilemma ,1769.0,Medium,,,,adt_hard_20240403_3,7318.0,False
AtCoder,abc325_g,G. offence,2388.0,Hard,,,,abc325,7318.0,False
AtCoder,abc326_a,A. 2UP3DOWN,-665.0,Easy,,,,adt_easy_20240123_1,7412.0,False
AtCoder,abc326_b,C. 326-like Numbers,-503.0,Easy,,,,adt_easy_20240215_2,7412.0,False
AtCoder,abc326_c,E. Peak,274.0,Easy,,,,adt_medium_20240117_1,8702.0,False
AtCoder,abc326_d,G. ABC Puzzle,1371.0,Medium,,,,adt_all_20240522_1,8702.0,False
AtCoder,abc326_e,"H. Revenge of ""The Salary of AtCoder Inc.""",1363.0,Medium,,,,adt_hard_20240528_3,8702.0,False
AtCoder,abc326_f,I. Robot Rotation,1870.0,Medium,,,,adt_hard_20240404_3,8702.0,False
AtCoder,abc326_g,G. Unlock Achievement,2470.0,Hard,,,,abc326,8702.0,False
AtCoder,abc327_a,A. ab,-738.0,Easy,,,,adt_easy_20240125_2,7489.0,False
AtCoder,abc327_b,C. A^A,-54.0,Easy,,,,adt_easy_20240117_2,7489.0,False
AtCoder,abc327_c,E. Number Place,55.0,Easy,,,,adt_easy_20260617_1,8675.0,False
AtCoder,abc327_d,G. Good Tuple Problem,709.0,Easy,,,,adt_all_20240613_1,8675.0,False
AtCoder,abc327_e,H. Maximize Rating,1227.0,Medium,,,,adt_hard_20240124_3,8675.0,False
AtCoder,abc327_f,I. Apples,1624.0,Medium,,,,adt_hard_20240123_1,8675.0,False
AtCoder,abc327_g,G. Many Good Tuple Problems,2968.0,Hard,,,,abc327,8675.0,False
AtCoder,abc328_a,B. Not Too Hard,-1141.0,Easy,,,,adt_easy_20240123_1,7329.0,False
AtCoder,abc328_b,D. 11/11,-213.0,Easy,,,,adt_medium_20240116_1,7329.0,False
AtCoder,abc328_c,E. Consecutive,189.0,Easy,,,,adt_easy_20240118_2,8513.0,False
AtCoder,abc328_d,G. Take ABC,555.0,Easy,,,,adt_medium_20240515_3,8513.0,False
AtCoder,abc328_e,H. Modulo MST,1160.0,Medium,,,,adt_hard_20240220_2,8513.0,False
AtCoder,abc328_f,I. Good Set Query,1477.0,Medium,,,,adt_all_20260615_2,8513.0,False
AtCoder,abc328_g,G. Cut and Reorder,2193.0,Hard,,,,abc328,8513.0,False
AtCoder,abc329_a,A. Spread,-1120.0,Easy,,,,adt_all_20240124_1,7081.0,False
AtCoder,abc329_b,D. Next,-802.0,Easy,,,,adt_easy_20240118_2,7081.0,False
AtCoder,abc329_c,E. Count xxx,133.0,Easy,,,,adt_all_20240124_1,8200.0,False
AtCoder,abc329_d,G. Election Quick Report,232.0,Easy,,,,adt_all_20240131_1,8200.0,False
AtCoder,abc329_e,H. Stamp,1539.0,Medium,,,,adt_hard_20240206_2,8200.0,False
AtCoder,abc329_f,I. Colored Ball,1207.0,Medium,,,,adt_hard_20240117_3,8200.0,False
AtCoder,abc329_g,G. Delivery on Tree,2995.0,Hard,,,,abc329,8200.0,False
AtCoder,abc330_a,A. Counting Passes,-1185.0,Easy,,,,adt_easy_20240118_2,7107.0,False
AtCoder,abc330_b,C. Minimize Abs 1,-88.0,Easy,,,,adt_medium_20240201_3,7107.0,False
AtCoder,abc330_c,E. Minimize Abs 2,519.0,Easy,,,,adt_medium_20240118_1,8185.0,False
AtCoder,abc330_d,G. Counting Ls,569.0,Easy,,,,adt_medium_20240123_1,8185.0,False
AtCoder,abc330_e,H. Mex and Update,1004.0,Medium,,,,adt_hard_20240125_3,8185.0,False
AtCoder,abc330_f,I. Minimize Bounding  Square,1718.0,Medium,,,,adt_hard_20240306_2,8185.0,False
AtCoder,abc330_g,G. Inversion Squared,3455.0,Hard,,,,abc330,8185.0,False
AtCoder,abc331_a,A. Tomorrow,-704.0,Easy,,,,adt_easy_20240116_2,7333.0,False
AtCoder,abc331_b,D. Buy One Carton of Milk,85.0,Easy,,,,adt_easy_20240124_2,7333.0,False
AtCoder,abc331_c,F. Sum of Numbers Greater Than Me,268.0,Easy,,,,adt_hard_20240124_2,8458.0,False
AtCoder,abc331_d,G. Tile Pattern,1361.0,Medium,,,,adt_hard_20240821_2,8458.0,False
AtCoder,abc331_e,H. Set Meal,1018.0,Medium,,,,adt_hard_20240130_3,8458.0,False
AtCoder,abc331_f,I. Palindrome Query,1666.0,Medium,,,,adt_all_20240124_1,8458.0,False
AtCoder,abc331_g,G. Collect Them All,2668.0,Hard,,,,abc331,8458.0,False
AtCoder,abc332_a,B. Online Shopping,-1099.0,Easy,,,,adt_easy_20240125_3,6072.0,False
AtCoder,abc332_b,D. Glass and Mug,-265.0,Easy,,,,adt_easy_20240125_2,6072.0,False
AtCoder,abc332_c,E. T-shirts,36.0,Easy,,,,adt_easy_20240123_2,6872.0,False
AtCoder,abc332_d,G. Swapping Puzzle,1175.0,Medium,,,,adt_medium_20240409_3,6872.0,False
AtCoder,abc332_e,H. Lucky bag,1883.0,Medium,,,,adt_hard_20240502_2,6872.0,False
AtCoder,abc332_f,I. Random Update Query,1786.0,Medium,,,,adt_hard_20240529_3,6872.0,False
AtCoder,abc332_g,G. Not Too Many Balls,2775.0,Hard,,,,abc332,6872.0,False
AtCoder,abc333_a,B. Three Threes ,-1203.0,Easy,,,,adt_easy_20240124_3,8129.0,False
AtCoder,abc333_b,D. Pentagon,-202.0,Easy,,,,adt_all_20240124_1,8129.0,False
AtCoder,abc333_c,F. Repunit Trio,224.0,Easy,,,,adt_all_20240124_1,9800.0,False
AtCoder,abc333_d,G. Erase Leaves,704.0,Easy,,,,adt_medium_20240314_3,9800.0,False
