platform,problem_id,title,difficulty_raw,difficulty_band,accepted_count,submission_count,acceptance_rate,tags
Codeforces,2009A,Minimize!,800.0,Easy,74076,,,"['brute force', 'math']"
Codeforces,2008H,Sakurako's Test,2100.0,Hard,3634,,,"['binary search', 'brute force', 'greedy', 'math', 'number theory']"
Codeforces,2008G,Sakurako's Task,1800.0,Medium,6740,,,"['binary search', 'greedy', 'math', 'number theory']"
Codeforces,2008F,Sakurako's Box,1400.0,Medium,15807,,,"['combinatorics', 'math', 'number theory']"
Codeforces,2008E,Alternating String,1500.0,Medium,13511,,,"['brute force', 'data structures', 'dp', 'greedy', 'implementation', 'strings']"
Codeforces,2008D,Sakurako's Hobby,1100.0,Easy,23630,,,"['dp', 'dsu', 'graphs', 'math']"
Codeforces,2008C,Longest Good Array,800.0,Easy,36759,,,"['binary search', 'brute force', 'math']"
Codeforces,2008B,Square or Not,800.0,Easy,33121,,,"['brute force', 'math', 'strings']"
Codeforces,2008A,Sakurako's Exam,800.0,Easy,42063,,,"['brute force', 'constructive algorithms', 'greedy', 'math']"
Codeforces,2007C,Dora and C++,1500.0,Medium,16191,,,"['math', 'number theory']"
Codeforces,2007B,Index and Maximum Value,900.0,Easy,25826,,,"['data structures', 'greedy']"
Codeforces,2007A,Dora's Set,800.0,Easy,25374,,,"['greedy', 'math', 'number theory']"
Codeforces,2006F,Dora's Paint,3500.0,Hard,171,,,"['brute force', 'combinatorics', 'constructive algorithms', 'graphs', 'implementation']"
Codeforces,2006E,Iris's Full Binary Tree,3100.0,Hard,321,,,"['brute force', 'data structures', 'dfs and similar', 'trees']"
Codeforces,2006D,Iris and Adjacent Products,2600.0,Hard,986,,,"['data structures', 'greedy', 'implementation', 'math']"
Codeforces,2006C,Eri and Expanded Sets,2300.0,Hard,2094,,,"['data structures', 'divide and conquer', 'math', 'number theory', 'two pointers']"
Codeforces,2006B,Iris and the Tree,1800.0,Medium,4400,,,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'math', 'trees']"
Codeforces,2006A,Iris and Game on the Tree,1700.0,Medium,9578,,,"['constructive algorithms', 'dfs and similar', 'games', 'graphs', 'greedy', 'trees']"
Codeforces,2005E2,Subtangle Game (Hard Version),2500.0,Hard,1075,,,"['data structures', 'dp', 'games', 'greedy', 'implementation']"
Codeforces,2005E1,Subtangle Game (Easy Version),2100.0,Hard,3348,,,"['dp', 'games', 'greedy', 'implementation']"
Codeforces,2005D,Alter the GCD,2400.0,Hard,1266,,,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation', 'number theory']"
Codeforces,2005C,Lazy Narek,1800.0,Medium,8762,,,"['dp', 'implementation', 'strings']"
Codeforces,2005B2,The Strict Teacher (Hard Version),1200.0,Medium,21949,,,"['binary search', 'greedy', 'math', 'sortings']"
Codeforces,2005B1,The Strict Teacher (Easy Version),1000.0,Easy,24993,,,"['greedy', 'math', 'sortings']"
Codeforces,2005A,Simple Palindrome,900.0,Easy,26470,,,"['combinatorics', 'constructive algorithms', 'greedy', 'math']"
Codeforces,2004G,Substring Compression,3200.0,Hard,423,,,"['data structures', 'dp', 'matrices']"
Codeforces,2004F,Make a Palindrome,2600.0,Hard,1429,,,"['binary search', 'brute force', 'data structures', 'greedy', 'math']"
Codeforces,2004E,Not a Nim Problem,2100.0,Hard,5142,,,"['brute force', 'games', 'math', 'number theory']"
Codeforces,2004D,Colored Portals,1600.0,Medium,13405,,,"['binary search', 'brute force', 'data structures', 'graphs', 'greedy', 'implementation', 'shortest paths']"
Codeforces,2004C,Splitting Items,1100.0,Easy,27367,,,"['games', 'greedy', 'sortings']"
Codeforces,2004B,Game with Doors,1000.0,Easy,31812,,,"['brute force', 'greedy']"
Codeforces,2004A,Closest Point,800.0,Easy,33842,,,"['implementation', 'math']"
Codeforces,2003F,Turtle and Three Sequences,2800.0,Hard,819,,,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'probabilities', 'two pointers']"
Codeforces,2003E2,Turtle and Inversions (Hard Version),2700.0,Hard,648,,,"['brute force', 'data structures', 'divide and conquer', 'dp', 'greedy', 'math', 'two pointers']"
Codeforces,2003E1,Turtle and Inversions (Easy Version),2600.0,Hard,892,,,"['brute force', 'divide and conquer', 'dp', 'greedy', 'math']"
Codeforces,2003D2,Turtle and a MEX Problem (Hard Version),2100.0,Hard,4687,,,"['dfs and similar', 'dp', 'graphs', 'greedy', 'implementation', 'math']"
Codeforces,2003D1,Turtle and a MEX Problem (Easy Version),1500.0,Medium,13549,,,"['greedy', 'math']"
Codeforces,2003C,Turtle and Good Pairs,1200.0,Medium,21841,,,"['constructive algorithms', 'greedy', 'sortings', 'strings']"
Codeforces,2003B,Turtle and Piggy Are Playing a Game 2,800.0,Easy,27619,,,"['games', 'greedy', 'sortings']"
Codeforces,2003A,Turtle and Good Strings,800.0,Easy,32790,,,"['greedy', 'strings']"
Codeforces,2002H,Counting 101,3500.0,Hard,104,,,['greedy']
Codeforces,2002G,Lattice Optimizing,3400.0,Hard,287,,,"['bitmasks', 'brute force', 'hashing', 'meet-in-the-middle']"
Codeforces,2002F2,Court Blue (Hard Version),2800.0,Hard,581,,,"['brute force', 'dp', 'math', 'number theory']"
Codeforces,2002F1,Court Blue (Easy Version),2600.0,Hard,1010,,,"['brute force', 'dfs and similar', 'dp', 'math', 'number theory']"
Codeforces,2002E,Cosmic Rays,2300.0,Hard,2948,,,"['brute force', 'data structures', 'dp']"
Codeforces,2002D2,DFS Checker (Hard Version),2300.0,Hard,2902,,,"['binary search', 'data structures', 'dfs and similar', 'graphs', 'hashing', 'trees']"
Codeforces,2002D1,DFS Checker (Easy Version),1900.0,Medium,5142,,,"['brute force', 'data structures', 'dfs and similar', 'graphs', 'hashing', 'trees']"
Codeforces,2002C,Black Circles,1200.0,Medium,17837,,,"['brute force', 'geometry', 'greedy', 'math']"
Codeforces,2002B,Removals Game,1000.0,Easy,23212,,,"['constructive algorithms', 'games']"
Codeforces,2002A,Distanced Coloring,800.0,Easy,21381,,,"['constructive algorithms', 'implementation', 'math']"
Codeforces,2001E2,Deterministic Heap (Hard Version),2900.0,Hard,295,,,"['combinatorics', 'dp', 'trees']"
Codeforces,2001E1,Deterministic Heap (Easy Version),2400.0,Hard,1554,,,"['combinatorics', 'dp', 'math', 'trees']"
Codeforces,2001D,Longest Max Min Subsequence,1900.0,Medium,6485,,,"['brute force', 'constructive algorithms', 'data structures', 'greedy', 'implementation']"
Codeforces,2001C,Guess The Tree,1500.0,Medium,12908,,,"['binary search', 'brute force', 'dfs and similar', 'divide and conquer', 'dsu', 'greedy', 'interactive', 'trees']"
Codeforces,2001B,Generate Permutation,800.0,Easy,26176,,,['constructive algorithms']
Codeforces,2001A,Make All Equal,800.0,Easy,33000,,,"['greedy', 'implementation']"
Codeforces,2000H,Ksyusha and the Loaded Set,2200.0,Hard,2343,,,"['binary search', 'brute force', 'data structures', 'implementation']"
Codeforces,2000G,Call During the Journey,2100.0,Hard,3164,,,"['binary search', 'brute force', 'graphs', 'greedy', 'shortest paths']"
Codeforces,2000F,Color Rows and Columns,1900.0,Medium,7023,,,"['dp', 'greedy', 'implementation', 'math']"
Codeforces,2000E,Photoshoot for Gorillas,1400.0,Medium,16386,,,"['combinatorics', 'data structures', 'greedy', 'math']"
Codeforces,2000D,Right Left Wrong,1200.0,Medium,29249,,,"['greedy', 'implementation', 'two pointers']"
Codeforces,2000C,Numeric String Template,1000.0,Easy,31721,,,"['data structures', 'strings']"
Codeforces,2000B,Seating in a Bus,800.0,Easy,41086,,,['two pointers']
Codeforces,2000A,Primary Task,800.0,Easy,44424,,,"['implementation', 'math', 'strings']"
Codeforces,1999G2,Ruler (hard version),1700.0,Medium,11307,,,"['binary search', 'interactive', 'ternary search']"
Codeforces,1999G1,Ruler (easy version),1500.0,Medium,14786,,,"['binary search', 'interactive']"
Codeforces,1999F,Expected Median,1500.0,Medium,14190,,,"['combinatorics', 'math']"
Codeforces,1999E,Triple Operations,1300.0,Medium,23901,,,"['dp', 'implementation', 'math']"
Codeforces,1999D,Slavic's Exam,1100.0,Easy,32913,,,"['greedy', 'implementation', 'strings']"
Codeforces,1999C,Showering,800.0,Easy,41924,,,"['greedy', 'implementation']"
Codeforces,1999B,Card Game,1000.0,Easy,42136,,,"['brute force', 'constructive algorithms', 'implementation']"
Codeforces,1999A,A+B Again?,800.0,Easy,85487,,,"['implementation', 'math']"
Codeforces,1998E2,Eliminating Balls With Merging (Hard Version),2500.0,Hard,913,,,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'greedy', 'implementation']"
Codeforces,1998E1,Eliminating Balls With Merging (Easy Version),2200.0,Hard,2292,,,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'greedy']"
Codeforces,1998D,Determine Winning Islands in Race,2100.0,Hard,4139,,,"['data structures', 'dp', 'graphs', 'greedy', 'shortest paths']"
Codeforces,1998C,Perform Operations to Maximize Score,1900.0,Medium,7144,,,"['binary search', 'brute force', 'constructive algorithms', 'greedy', 'implementation']"
Codeforces,1998B,Minimize Equal Sum Subarrays,1000.0,Easy,28348,,,"['constructive algorithms', 'math', 'number theory']"
Codeforces,1998A,Find K Distinct Points with Fixed Center,800.0,Easy,26211,,,"['constructive algorithms', 'implementation', 'math']"
Codeforces,1997F,Chips on a Line,2700.0,Hard,1263,,,"['brute force', 'combinatorics', 'dp', 'greedy', 'math']"
Codeforces,1997E,Level Up,2200.0,Hard,3824,,,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation']"
Codeforces,1997D,Maximize the Root,1500.0,Medium,16105,,,"['binary search', 'dfs and similar', 'dp', 'greedy', 'trees']"
Codeforces,1997C,Even Positions,1100.0,Easy,25607,,,"['constructive algorithms', 'data structures', 'greedy']"
Codeforces,1997B,Make Three Regions,1100.0,Easy,23586,,,"['constructive algorithms', 'two pointers']"
Codeforces,1997A,Strong Password,800.0,Easy,33588,,,"['brute force', 'implementation', 'strings']"
Codeforces,1996G,Penacony,2200.0,Hard,2299,,,"['brute force', 'data structures', 'graphs', 'greedy', 'hashing']"
Codeforces,1996F,Bomb,1900.0,Medium,6395,,,"['binary search', 'greedy', 'math']"
Codeforces,1996E,Decode,1600.0,Medium,12699,,,"['combinatorics', 'data structures', 'implementation', 'math']"
Codeforces,1996D,Fun,1500.0,Medium,19801,,,"['binary search', 'brute force', 'combinatorics', 'math', 'number theory']"
Codeforces,1996C,Sort,1200.0,Medium,28276,,,"['dp', 'greedy', 'sortings', 'strings']"
Codeforces,1996B,Scale,800.0,Easy,37105,,,"['greedy', 'implementation']"
Codeforces,1996A,Legs,800.0,Easy,58055,,,"['binary search', 'math', 'ternary search']"
Codeforces,1995E2,Let Me Teach You a Lesson (Hard Version),2900.0,Hard,403,,,"['data structures', 'dp', 'matrices', 'two pointers']"
Codeforces,1995E1,Let Me Teach You a Lesson (Easy Version),2700.0,Hard,514,,,"['2-sat', 'data structures', 'dp', 'matrices', 'two pointers']"
Codeforces,1995D,Cases,2300.0,Hard,2914,,,"['bitmasks', 'brute force', 'dp', 'strings']"
Codeforces,1995C,Squaring,1800.0,Medium,10375,,,"['brute force', 'constructive algorithms', 'greedy', 'implementation', 'math', 'number theory']"
Codeforces,1995B2,Bouquet (Hard Version),1700.0,Medium,10232,,,"['binary search', 'data structures', 'greedy', 'math', 'sortings', 'two pointers']"
Codeforces,1995B1,Bouquet (Easy Version),1100.0,Easy,21125,,,"['binary search', 'brute force', 'greedy', 'sortings', 'two pointers']"
Codeforces,1995A,Diagonals,800.0,Easy,26507,,,"['brute force', 'greedy', 'implementation', 'math']"
Codeforces,1994H,Fortnite,3500.0,Hard,778,,,"['combinatorics', 'constructive algorithms', 'games', 'greedy', 'hashing', 'interactive', 'math', 'number theory', 'strings']"
Codeforces,1994G,Minecraft,2600.0,Hard,1637,,,"['bitmasks', 'brute force', 'dp', 'graphs', 'math']"
Codeforces,1994F,Stardew Valley,2500.0,Hard,1547,,,"['constructive algorithms', 'dfs and similar', 'graphs', 'trees']"
Codeforces,1994E,Wooden Game,2000.0,Hard,5628,,,"['bitmasks', 'greedy', 'math', 'trees']"
Codeforces,1994D,Funny Game,1900.0,Medium,7601,,,"['constructive algorithms', 'dsu', 'graphs', 'greedy', 'math', 'number theory', 'trees']"
Codeforces,1994C,Hungry Games,1600.0,Medium,13808,,,"['binary search', 'dp', 'two pointers']"
Codeforces,1994B,Fun Game,1100.0,Easy,19727,,,"['bitmasks', 'constructive algorithms', 'greedy', 'math']"
Codeforces,1994A,Diverse Game,800.0,Easy,22420,,,"['constructive algorithms', 'greedy', 'implementation']"
Codeforces,1993F2,Dyn-scripted Robot (Hard Version),2800.0,Hard,560,,,"['chinese remainder theorem', 'math', 'number theory']"
Codeforces,1993F1,Dyn-scripted Robot (Easy Version),2400.0,Hard,1211,,,"['brute force', 'chinese remainder theorem', 'constructive algorithms', 'math', 'number theory']"
Codeforces,1993E,Xor-Grid Problem,2700.0,Hard,735,,,"['bitmasks', 'constructive algorithms', 'dp', 'implementation']"
Codeforces,1993D,Med-imize,2200.0,Hard,4506,,,"['binary search', 'dp', 'greedy']"
Codeforces,1993C,Light Switches,1400.0,Medium,16316,,,"['implementation', 'math']"
Codeforces,1993B,Parity and Sum,1100.0,Easy,26646,,,"['constructive algorithms', 'greedy']"
Codeforces,1993A,Question Marks,800.0,Easy,33299,,,"['greedy', 'implementation']"
Codeforces,1992G,Ultra-Meow,2000.0,Hard,4216,,,"['combinatorics', 'dp', 'math']"
Codeforces,1992F,Valuable Cards,1900.0,Medium,7550,,,"['brute force', 'dp', 'greedy', 'number theory', 'two pointers']"
Codeforces,1992E,Novice's Mistake,1700.0,Medium,10849,,,"['brute force', 'constructive algorithms', 'implementation', 'math', 'strings']"
Codeforces,1992D,Test of Love,1200.0,Medium,24247,,,"['dp', 'greedy', 'implementation']"
Codeforces,1992C,Gorilla and Permutation,900.0,Easy,33477,,,"['constructive algorithms', 'math']"
Codeforces,1992B,Angry Monk,800.0,Easy,38208,,,"['greedy', 'math', 'sortings']"
Codeforces,1992A,Only Pluses,800.0,Easy,49652,,,"['brute force', 'constructive algorithms', 'greedy', 'math', 'sortings']"
Codeforces,1991I,Grid Game,3500.0,Hard,171,,,"['constructive algorithms', 'games', 'graph matchings', 'greedy', 'interactive']"
Codeforces,1991H,Prime Split Game,3300.0,Hard,570,,,"['bitmasks', 'dp', 'fft', 'games', 'math', 'number theory']"
Codeforces,1991G,Grid Reset,2700.0,Hard,753,,,"['constructive algorithms', 'greedy', 'implementation']"
Codeforces,1991F,Triangle Formation,2200.0,Hard,2786,,,"['brute force', 'greedy', 'implementation', 'math', 'sortings']"
Codeforces,1991E,Coloring Game,1900.0,Medium,5177,,,"['constructive algorithms', 'dfs and similar', 'games', 'graphs', 'greedy', 'interactive']"
Codeforces,1991D,Prime XOR Coloring,1900.0,Medium,7943,,,"['bitmasks', 'constructive algorithms', 'graphs', 'greedy', 'math', 'number theory']"
Codeforces,1991C,Absolute Zero,1300.0,Medium,17860,,,"['constructive algorithms', 'greedy', 'math']"
Codeforces,1991B,AND Reconstruction,1100.0,Easy,19035,,,"['bitmasks', 'constructive algorithms', 'greedy']"
Codeforces,1991A,Maximize the Last Element,800.0,Easy,24510,,,"['greedy', 'implementation']"
Codeforces,1990F,Polygonal Segments,2800.0,Hard,447,,,"['brute force', 'data structures', 'divide and conquer', 'dp', 'greedy', 'two pointers']"
Codeforces,1990E2,Catch the Mole(Hard Version),2600.0,Hard,1139,,,"['binary search', 'data structures', 'dfs and similar', 'divide and conquer', 'interactive', 'trees']"
Codeforces,1990E1,Catch the Mole(Easy Version),2500.0,Hard,1169,,,"['binary search', 'data structures', 'dfs and similar', 'interactive', 'trees']"
Codeforces,1990D,Grid Puzzle,1800.0,Medium,7817,,,"['bitmasks', 'brute force', 'dp', 'greedy', 'implementation']"
Codeforces,1990C,Mad MAD Sum,1500.0,Medium,14736,,,"['brute force', 'greedy', 'math']"
Codeforces,1990B,Array Craft,1200.0,Medium,19994,,,"['constructive algorithms', 'greedy']"
Codeforces,1990A,Submission Bait,900.0,Easy,27047,,,"['brute force', 'games', 'greedy', 'sortings']"
Codeforces,1989F,Simultaneous Coloring,3000.0,Hard,606,,,"['dfs and similar', 'divide and conquer', 'graphs']"
Codeforces,1989E,Distance to Different,2300.0,Hard,2524,,,"['combinatorics', 'dp', 'math']"
Codeforces,1989D,Smithing Skill,1900.0,Medium,7180,,,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'sortings', 'two pointers']"
Codeforces,1989C,Two Movies,1400.0,Medium,22686,,,"['greedy', 'math']"
Codeforces,1989B,Substring and Subsequence,1200.0,Medium,23474,,,"['brute force', 'greedy', 'strings']"
Codeforces,1989A,Catch the Coin,800.0,Easy,29501,,,['implementation']
Codeforces,1988F,Heartbeat,3000.0,Hard,433,,,"['combinatorics', 'dp', 'fft', 'math']"
Codeforces,1988E,Range Minimum Sum,2300.0,Hard,1809,,,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation']"
Codeforces,1988D,The Omnipotent Monster Killer,2000.0,Hard,6072,,,"['brute force', 'dfs and similar', 'dp', 'trees']"
Codeforces,1988C,Increasing Sequence with Fixed OR,1300.0,Medium,20441,,,"['bitmasks', 'constructive algorithms', 'greedy']"
Codeforces,1988B,Make Majority,900.0,Easy,26617,,,"['greedy', 'implementation']"
Codeforces,1988A,Split the Multiset,900.0,Easy,27173,,,"['brute force', 'greedy', 'implementation', 'math']"
Codeforces,1987H,Fumo Temple,3500.0,Hard,142,,,['interactive']
Codeforces,1987G2,Spinning Round (Hard Version),3500.0,Hard,250,,,"['divide and conquer', 'dp', 'trees']"
Codeforces,1987G1,Spinning Round (Easy Version),2900.0,Hard,353,,,"['divide and conquer', 'dp', 'trees']"
Codeforces,1987F2,Interesting Problem (Hard Version),2600.0,Hard,1323,,,['dp']
Codeforces,1987F1,Interesting Problem (Easy Version),2500.0,Hard,1372,,,['dp']
Codeforces,1987E,Wonderful Tree!,2000.0,Hard,4107,,,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'greedy', 'trees']"
Codeforces,1987D,World is Mine,1800.0,Medium,8769,,,"['dp', 'games']"
Codeforces,1987C,Basil's Garden,1200.0,Medium,20941,,,"['dp', 'greedy']"
Codeforces,1987B,K-Sort,1000.0,Easy,24077,,,['greedy']
Codeforces,1987A,Upload More RAM,800.0,Easy,29164,,,"['greedy', 'math']"
Codeforces,1986G2,Permutation Problem (Hard Version),2500.0,Hard,1459,,,"['brute force', 'data structures', 'hashing', 'math', 'number theory']"
Codeforces,1986G1,Permutation Problem (Simple Version),2200.0,Hard,1927,,,"['binary search', 'brute force', 'combinatorics', 'data structures', 'math', 'number theory']"
Codeforces,1986F,Non-academic Problem,1900.0,Medium,6589,,,"['dfs and similar', 'graphs', 'trees']"
Codeforces,1986E,Beautiful Array,1700.0,Medium,10981,,,"['greedy', 'math', 'number theory', 'sortings']"
Codeforces,1986D,Mathematical Problem,1400.0,Medium,18108,,,"['brute force', 'dp', 'greedy', 'implementation', 'math', 'two pointers']"
Codeforces,1986C,Update Queries,1100.0,Easy,26204,,,"['data structures', 'greedy', 'sortings']"
Codeforces,1986B,Matrix Stabilization,1000.0,Easy,30301,,,"['brute force', 'data structures', 'greedy', 'sortings']"
Codeforces,1986A,X Axis,800.0,Easy,48297,,,"['brute force', 'geometry', 'math', 'sortings']"
Codeforces,1985H2,Maximize the Largest Component (Hard Version),2200.0,Hard,1925,,,"['data structures', 'dfs and similar', 'dp', 'dsu', 'implementation']"
Codeforces,1985H1,Maximize the Largest Component (Easy Version),1700.0,Medium,7334,,,"['brute force', 'data structures', 'dfs and similar', 'dsu', 'graphs', 'implementation']"
Codeforces,1985G,D-Function,1600.0,Medium,12351,,,"['combinatorics', 'math', 'number theory']"
Codeforces,1985F,Final Boss,1500.0,Medium,20248,,,"['binary search', 'data structures']"
Codeforces,1985E,Secret Box,1200.0,Medium,23697,,,"['brute force', 'combinatorics', 'math']"
Codeforces,1985D,Manhattan Circle,900.0,Easy,41764,,,"['implementation', 'math']"
Codeforces,1985C,Good Prefixes,1000.0,Easy,40552,,,['greedy']
Codeforces,1985B,Maximum Multiple Sum,800.0,Easy,57326,,,"['brute force', 'math', 'number theory']"
Codeforces,1985A,Creating Words,800.0,Easy,73300,,,"['implementation', 'strings']"
Codeforces,1984H,Tower Capturing,3300.0,Hard,211,,,"['combinatorics', 'dp', 'geometry']"
Codeforces,1984G,Magic Trick II,3200.0,Hard,303,,,"['constructive algorithms', 'implementation', 'sortings']"
Codeforces,1984F,Reconstruction,2500.0,Hard,1146,,,"['brute force', 'dp', 'math']"
Codeforces,1984E,Shuffle,2400.0,Hard,1825,,,"['dp', 'greedy', 'trees']"
Codeforces,1984D,''a'' String Problem,2000.0,Hard,3910,,,"['brute force', 'hashing', 'implementation', 'math', 'string suffix structures', 'strings']"
Codeforces,1984C2,Magnitude (Hard Version),1700.0,Medium,8774,,,"['combinatorics', 'dp', 'greedy', 'math']"
Codeforces,1984C1,Magnitude (Easy Version),1300.0,Medium,20375,,,"['dp', 'greedy', 'math']"
Codeforces,1984B,Large Addition,1100.0,Easy,21078,,,"['implementation', 'math']"
Codeforces,1984A,Strange Splitting,800.0,Easy,22928,,,['constructive algorithms']
Codeforces,1983G,Your Loss,3000.0,Hard,286,,,"['bitmasks', 'brute force', 'dp', 'trees']"
Codeforces,1983F,array-value,2500.0,Hard,1546,,,"['binary search', 'bitmasks', 'data structures', 'greedy', 'two pointers']"
Codeforces,1983E,I Love Balls,2300.0,Hard,2498,,,"['combinatorics', 'math', 'probabilities']"
Codeforces,1983D,Swap Dilemma,1700.0,Medium,11314,,,"['constructive algorithms', 'data structures', 'divide and conquer', 'greedy', 'math', 'sortings']"
Codeforces,1983C,Have Your Cake and Eat It Too,1400.0,Medium,14824,,,"['binary search', 'brute force', 'greedy', 'implementation']"
Codeforces,1983B,Corner Twist,1200.0,Medium,18518,,,"['constructive algorithms', 'greedy', 'implementation', 'math']"
Codeforces,1983A,Array Divisibility,800.0,Easy,28193,,,"['constructive algorithms', 'math']"
Codeforces,1982F,Sorting Problem Again,2600.0,Hard,1300,,,"['binary search', 'data structures', 'sortings']"
Codeforces,1982E,Number of k-good subarrays,2300.0,Hard,1916,,,"['bitmasks', 'brute force', 'combinatorics', 'divide and conquer', 'dp', 'math', 'meet-in-the-middle']"
Codeforces,1982D,Beauty of the mountains,1700.0,Medium,10001,,,"['brute force', 'data structures', 'implementation', 'math', 'number theory']"
Codeforces,1982C,Boring Day,1200.0,Medium,22089,,,"['binary search', 'data structures', 'dp', 'greedy', 'two pointers']"
Codeforces,1982B,Collatz Conjecture,1200.0,Medium,19872,,,"['brute force', 'implementation', 'math', 'number theory']"
Codeforces,1982A,Soccer,800.0,Easy,27580,,,"['greedy', 'implementation', 'math', 'sortings']"
Codeforces,1981F,Turtle and Paths on a Tree,3000.0,Hard,352,,,"['data structures', 'dp', 'trees']"
Codeforces,1981E,Turtle and Intersected Segments,2600.0,Hard,1252,,,"['data structures', 'dsu', 'graphs', 'greedy']"
Codeforces,1981D,Turtle and Multiplication,2400.0,Hard,2173,,,"['constructive algorithms', 'dfs and similar', 'graphs', 'number theory']"
Codeforces,1981C,Turtle and an Incomplete Sequence,1800.0,Medium,6397,,,"['bitmasks', 'brute force', 'constructive algorithms', 'greedy', 'implementation', 'math']"
Codeforces,1981B,Turtle and an Infinite Sequence,1300.0,Medium,16651,,,"['bitmasks', 'math']"
Codeforces,1981A,Turtle and Piggy Are Playing a Game,800.0,Easy,24313,,,"['brute force', 'greedy', 'math']"
Codeforces,1980G,Yasya and the Mysterious Tree,2300.0,Hard,1731,,,"['bitmasks', 'data structures', 'dfs and similar', 'graphs', 'greedy', 'strings', 'trees']"
Codeforces,1980F2,Field Division (hard version),2400.0,Hard,1246,,,"['math', 'sortings']"
Codeforces,1980F1,Field Division (easy version),1900.0,Medium,4426,,,"['data structures', 'math', 'sortings']"
Codeforces,1980E,Permutation of Rows and Columns,1600.0,Medium,13135,,,"['constructive algorithms', 'data structures', 'greedy', 'hashing', 'implementation', 'math', 'matrices', 'sortings']"
Codeforces,1980D,GCD-sequence,1400.0,Medium,17519,,,"['greedy', 'implementation', 'math', 'number theory']"
Codeforces,1980C,Sofia and the Lost Operations,1300.0,Medium,21860,,,"['constructive algorithms', 'greedy']"
Codeforces,1980B,Choosing Cubes,800.0,Easy,38645,,,['sortings']
Codeforces,1980A,Problem Generator,800.0,Easy,47860,,,['math']
Codeforces,1979F,Kostyanych's Theorem,2900.0,Hard,446,,,"['brute force', 'constructive algorithms', 'graphs', 'interactive']"
Codeforces,1979E,Manhattan Triangle,2400.0,Hard,1833,,,"['binary search', 'constructive algorithms', 'data structures', 'geometry', 'implementation', 'two pointers']"
Codeforces,1979D,Fixing a Binary String,1800.0,Medium,7908,,,"['bitmasks', 'brute force', 'constructive algorithms', 'dp', 'greedy', 'hashing', 'strings']"
Codeforces,1979C,Earning on Bets,1200.0,Medium,22347,,,"['binary search', 'combinatorics', 'constructive algorithms', 'number theory']"
Codeforces,1979B,XOR Sequences,1000.0,Easy,26628,,,"['bitmasks', 'greedy']"
Codeforces,1979A,Guess the Maximum,800.0,Easy,31906,,,"['brute force', 'greedy', 'implementation']"
Codeforces,1978F,Large Graph,2400.0,Hard,1598,,,"['data structures', 'dfs and similar', 'dsu', 'graphs', 'number theory', 'two pointers']"
Codeforces,1978E,Computing Machine,2000.0,Hard,4643,,,"['brute force', 'data structures', 'dp', 'greedy', 'implementation']"
Codeforces,1978D,Elections,1600.0,Medium,13762,,,"['data structures', 'greedy', 'implementation', 'math']"
Codeforces,1978C,Manhattan Permutations,1300.0,Medium,17929,,,"['constructive algorithms', 'data structures', 'greedy', 'implementation', 'math']"
Codeforces,1978B,New Bakery,800.0,Easy,25499,,,"['binary search', 'greedy', 'math', 'ternary search']"
Codeforces,1978A,Alice and Books,800.0,Easy,28721,,,"['constructive algorithms', 'greedy', 'sortings']"
Codeforces,1977E,Tensor,2600.0,Hard,939,,,"['constructive algorithms', 'graphs', 'interactive']"
Codeforces,1977D,XORificator,2300.0,Hard,2392,,,"['bitmasks', 'brute force', 'greedy', 'hashing']"
Codeforces,1977C,Nikita and LCM,1900.0,Medium,8105,,,"['brute force', 'data structures', 'dp', 'greedy', 'math', 'number theory', 'sortings']"
Codeforces,1977B,Binary Colouring,1100.0,Easy,20005,,,"['bitmasks', 'constructive algorithms', 'greedy', 'math']"
Codeforces,1977A,Little Nikita,800.0,Easy,39438,,,['math']
Codeforces,1976F,Remove Bridges,2800.0,Hard,849,,,"['data structures', 'dfs and similar', 'dp', 'greedy', 'sortings', 'trees']"
Codeforces,1976E,Splittable Permutations,2500.0,Hard,1315,,,"['combinatorics', 'data structures', 'dfs and similar', 'greedy', 'math', 'trees']"
Codeforces,1976D,Invertible Bracket Sequences,2000.0,Hard,5853,,,"['binary search', 'combinatorics', 'data structures', 'divide and conquer', 'implementation', 'two pointers']"
Codeforces,1976C,Job Interview,1600.0,Medium,12544,,,"['binary search', 'dp', 'greedy', 'implementation', 'two pointers']"
Codeforces,1976B,Increase/Decrease/Copy,1100.0,Easy,25211,,,"['greedy', 'implementation']"
Codeforces,1976A,Verify Password,800.0,Easy,32762,,,"['implementation', 'sortings', 'strings']"
Codeforces,1975I,Mind Bloom,3500.0,Hard,186,,,['dp']
Codeforces,1975H,378QAQ and Core,3500.0,Hard,218,,,"['greedy', 'strings']"
Codeforces,1975G,Zimpha Fan Club,3000.0,Hard,345,,,"['fft', 'greedy', 'math', 'strings']"
Codeforces,1975F,Set,2600.0,Hard,1051,,,"['bitmasks', 'brute force', 'combinatorics', 'dfs and similar', 'divide and conquer', 'dp', 'math']"
