platform,problem_id,title,difficulty_raw,difficulty_band,accepted_count,submission_count,acceptance_rate,paid_only,tags
LeetCode,502,IPO,3,Hard,,,53.55962253833854,False,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']"
LeetCode,503,Next Greater Element II,2,Medium,,,68.54650294137446,False,"['Array', 'Stack', 'Monotonic Stack']"
LeetCode,504,Base 7,1,Easy,,,54.682122943910414,False,"['Math', 'String']"
LeetCode,505,The Maze II,2,Medium,,,55.111292385213126,True,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Graph Theory', 'Heap (Priority Queue)', 'Matrix', 'Shortest Path']"
LeetCode,506,Relative Ranks,1,Easy,,,74.76186685770384,False,"['Array', 'Sorting', 'Heap (Priority Queue)']"
LeetCode,507,Perfect Number,1,Easy,,,49.06278727363772,False,['Math']
LeetCode,508,Most Frequent Subtree Sum,2,Medium,,,69.32815042347377,False,"['Hash Table', 'Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,509,Fibonacci Number,1,Easy,,,74.22610176000244,False,"['Math', 'Dynamic Programming', 'Recursion', 'Memoization']"
LeetCode,510,Inorder Successor in BST II,2,Medium,,,61.094918565731945,True,"['Tree', 'Binary Search Tree', 'Binary Tree']"
LeetCode,513,Find Bottom Left Tree Value,2,Medium,,,72.36306830077464,False,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
LeetCode,514,Freedom Trail,3,Hard,,,59.39544103072348,False,"['String', 'Dynamic Programming', 'Depth-First Search', 'Breadth-First Search']"
LeetCode,515,Find Largest Value in Each Tree Row,2,Medium,,,66.32997014985578,False,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
LeetCode,516,Longest Palindromic Subsequence,2,Medium,,,65.55119525542868,False,"['String', 'Dynamic Programming']"
LeetCode,517,Super Washing Machines,3,Hard,,,44.68587777573072,False,"['Array', 'Greedy']"
LeetCode,518,Coin Change II,2,Medium,,,59.838644797400484,False,"['Array', 'Dynamic Programming']"
LeetCode,519,Random Flip Matrix,2,Medium,,,46.07549691967918,False,"['Hash Table', 'Math', 'Reservoir Sampling', 'Randomized']"
LeetCode,520,Detect Capital,1,Easy,,,56.713630979353994,False,['String']
LeetCode,521,Longest Uncommon Subsequence I,1,Easy,,,62.32541871366659,False,['String']
LeetCode,522,Longest Uncommon Subsequence II,2,Medium,,,45.02231354124406,False,"['Array', 'Hash Table', 'Two Pointers', 'String', 'Sorting']"
LeetCode,523,Continuous Subarray Sum,2,Medium,,,31.421765279894892,False,"['Array', 'Hash Table', 'Math', 'Prefix Sum']"
LeetCode,524,Longest Word in Dictionary through Deleting,2,Medium,,,52.762245709739744,False,"['Array', 'Two Pointers', 'String', 'Sorting']"
LeetCode,525,Contiguous Array,2,Medium,,,51.52586790005884,False,"['Array', 'Hash Table', 'Prefix Sum']"
LeetCode,526,Beautiful Arrangement,2,Medium,,,64.82426161521579,False,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Bitmask']"
LeetCode,527,Word Abbreviation,3,Hard,,,62.74187895445574,True,"['Array', 'String', 'Greedy', 'Trie', 'Sorting']"
LeetCode,528,Random Pick with Weight,2,Medium,,,49.1144868211211,False,"['Array', 'Math', 'Binary Search', 'Prefix Sum', 'Randomized']"
LeetCode,529,Minesweeper,2,Medium,,,68.8033153750518,False,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']"
LeetCode,530,Minimum Absolute Difference in BST,1,Easy,,,59.45210627255568,False,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Search Tree', 'Binary Tree']"
LeetCode,531,Lonely Pixel I,2,Medium,,,62.704918032786885,True,"['Array', 'Hash Table', 'Matrix']"
LeetCode,532,K-diff Pairs in an Array,2,Medium,,,46.014204696030106,False,"['Array', 'Hash Table', 'Two Pointers', 'Binary Search', 'Sorting']"
LeetCode,533,Lonely Pixel II,2,Medium,,,48.87872628726287,True,"['Array', 'Hash Table', 'Matrix']"
LeetCode,535,Encode and Decode TinyURL,2,Medium,,,86.65419920499214,False,"['Hash Table', 'String', 'Design', 'Hash Function']"
LeetCode,536,Construct Binary Tree from String,2,Medium,,,58.691113231288284,True,"['String', 'Stack', 'Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,537,Complex Number Multiplication,2,Medium,,,73.58404788664807,False,"['Math', 'String', 'Simulation']"
LeetCode,538,Convert BST to Greater Tree,2,Medium,,,71.70396040589928,False,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']"
LeetCode,539,Minimum Time Difference,2,Medium,,,62.61695906432748,False,"['Array', 'Math', 'String', 'Sorting']"
LeetCode,540,Single Element in a Sorted Array,2,Medium,,,59.285911879436235,False,"['Array', 'Binary Search']"
LeetCode,541,Reverse String II,1,Easy,,,53.922275956158174,False,"['Two Pointers', 'String']"
LeetCode,542,01 Matrix,2,Medium,,,54.111600329578756,False,"['Array', 'Dynamic Programming', 'Breadth-First Search', 'Matrix']"
LeetCode,543,Diameter of Binary Tree,1,Easy,,,65.67676171910452,False,"['Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,544,Output Contest Matches,2,Medium,,,77.54836259055267,True,"['String', 'Recursion', 'Simulation']"
LeetCode,545,Boundary of Binary Tree,2,Medium,,,48.132449037188195,True,"['Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,546,Remove Boxes,3,Hard,,,49.473357635926476,False,"['Array', 'Dynamic Programming', 'Memoization']"
LeetCode,547,Number of Provinces,2,Medium,,,70.53557467296373,False,"['Depth-First Search', 'Breadth-First Search', 'Union-Find', 'Graph Theory']"
LeetCode,548,Split Array with Equal Sum,3,Hard,,,50.06882518403256,True,"['Array', 'Hash Table', 'Prefix Sum']"
LeetCode,549,Binary Tree Longest Consecutive Sequence II,2,Medium,,,50.12712166454138,True,"['Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,551,Student Attendance Record I,1,Easy,,,50.263368135449404,False,['String']
LeetCode,552,Student Attendance Record II,3,Hard,,,56.65176854886218,False,['Dynamic Programming']
LeetCode,553,Optimal Division,2,Medium,,,63.2142899615874,False,"['Array', 'Math', 'Dynamic Programming']"
LeetCode,554,Brick Wall,2,Medium,,,56.0644512622891,False,"['Array', 'Hash Table']"
LeetCode,555,Split Concatenated Strings,2,Medium,,,43.59327480346589,True,"['Array', 'String', 'Greedy']"
LeetCode,556,Next Greater Element III,2,Medium,,,35.39297315026164,False,"['Math', 'Two Pointers', 'String']"
LeetCode,557,Reverse Words in a String III,1,Easy,,,84.02102010809674,False,"['Two Pointers', 'String']"
LeetCode,558,Logical OR of Two Binary Grids Represented as Quad-Trees,2,Medium,,,52.68474628953299,False,"['Divide and Conquer', 'Tree']"
LeetCode,559,Maximum Depth of N-ary Tree,1,Easy,,,73.62713084301333,False,"['Tree', 'Depth-First Search', 'Breadth-First Search']"
LeetCode,560,Subarray Sum Equals K,2,Medium,,,47.499503050159305,False,"['Array', 'Hash Table', 'Prefix Sum']"
LeetCode,561,Array Partition,1,Easy,,,81.82790950674344,False,"['Array', 'Greedy', 'Sorting', 'Counting Sort']"
LeetCode,562,Longest Line of Consecutive One in Matrix,2,Medium,,,50.60936577483608,True,"['Array', 'Dynamic Programming', 'Matrix']"
LeetCode,563,Binary Tree Tilt,1,Easy,,,65.96760657129352,False,"['Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,564,Find the Closest Palindrome,3,Hard,,,31.99817683341617,False,"['Math', 'String']"
LeetCode,565,Array Nesting,2,Medium,,,56.68609354247638,False,"['Array', 'Depth-First Search']"
LeetCode,566,Reshape the Matrix,1,Easy,,,65.08434263420375,False,"['Array', 'Matrix', 'Simulation']"
LeetCode,567,Permutation in String,2,Medium,,,49.04681078749314,False,"['Hash Table', 'Two Pointers', 'String', 'Sliding Window']"
LeetCode,568,Maximum Vacation Days,3,Hard,,,46.7902223325174,True,"['Array', 'Dynamic Programming', 'Matrix']"
LeetCode,572,Subtree of Another Tree,1,Easy,,,51.7316478689193,False,"['Tree', 'Depth-First Search', 'String Matching', 'Binary Tree', 'Hash Function']"
LeetCode,573,Squirrel Simulation,2,Medium,,,57.374445998151344,True,"['Array', 'Math']"
LeetCode,575,Distribute Candies,1,Easy,,,71.27390833634067,False,"['Array', 'Hash Table']"
LeetCode,576,Out of Boundary Paths,2,Medium,,,48.46187134282865,False,['Dynamic Programming']
LeetCode,581,Shortest Unsorted Continuous Subarray,2,Medium,,,38.279525194698714,False,"['Array', 'Two Pointers', 'Stack', 'Greedy', 'Sorting', 'Monotonic Stack']"
LeetCode,582,Kill Process,2,Medium,,,70.68924603602632,True,"['Array', 'Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search']"
LeetCode,583,Delete Operation for Two Strings,2,Medium,,,65.74780614964953,False,"['String', 'Dynamic Programming']"
LeetCode,587,Erect the Fence,3,Hard,,,53.03396167627356,False,"['Array', 'Math', 'Geometry']"
LeetCode,588,Design In-Memory File System,3,Hard,,,48.33890022572141,True,"['Hash Table', 'String', 'Design', 'Trie', 'Sorting']"
LeetCode,589,N-ary Tree Preorder Traversal,1,Easy,,,76.82602333375085,False,"['Stack', 'Tree', 'Depth-First Search']"
LeetCode,590,N-ary Tree Postorder Traversal,1,Easy,,,81.11348054475434,False,"['Stack', 'Tree', 'Depth-First Search']"
LeetCode,591,Tag Validator,3,Hard,,,40.690727710660575,False,"['String', 'Stack']"
LeetCode,592,Fraction Addition and Subtraction,2,Medium,,,66.47044184087602,False,"['Math', 'String', 'Simulation']"
LeetCode,593,Valid Square,2,Medium,,,45.246584494559734,False,"['Math', 'Geometry']"
LeetCode,594,Longest Harmonious Subsequence,1,Easy,,,64.74176120305496,False,"['Array', 'Hash Table', 'Sliding Window', 'Sorting', 'Counting']"
LeetCode,598,Range Addition II,1,Easy,,,58.81947406746725,False,"['Array', 'Math']"
LeetCode,599,Minimum Index Sum of Two Lists,1,Easy,,,59.99127865084846,False,"['Array', 'Hash Table', 'String']"
LeetCode,600,Non-negative Integers without Consecutive Ones,3,Hard,,,42.61620764810778,False,['Dynamic Programming']
LeetCode,604,Design Compressed String Iterator,1,Easy,,,40.41256493703382,True,"['Array', 'String', 'Design', 'Iterator']"
LeetCode,605,Can Place Flowers,1,Easy,,,29.168742845530442,False,"['Array', 'Greedy']"
LeetCode,606,Construct String from Binary Tree,2,Medium,,,70.76116326002179,False,"['String', 'Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,609,Find Duplicate File in System,2,Medium,,,67.49369725698585,False,"['Array', 'Hash Table', 'String']"
LeetCode,611,Valid Triangle Number,2,Medium,,,56.95068847648006,False,"['Array', 'Two Pointers', 'Binary Search', 'Greedy', 'Sorting']"
LeetCode,616,Add Bold Tag in String,2,Medium,,,51.435697477684215,True,"['Array', 'Hash Table', 'String', 'Trie', 'String Matching']"
LeetCode,617,Merge Two Binary Trees,1,Easy,,,79.08692195458636,False,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
LeetCode,621,Task Scheduler,2,Medium,,,63.23513230654279,False,"['Array', 'Hash Table', 'Greedy', 'Sorting', 'Heap (Priority Queue)', 'Counting']"
LeetCode,622,Design Circular Queue,2,Medium,,,54.81523764753287,False,"['Array', 'Linked List', 'Design', 'Queue']"
LeetCode,623,Add One Row to Tree,2,Medium,,,64.13827619639945,False,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
LeetCode,624,Maximum Distance in Arrays,2,Medium,,,45.605598475844225,False,"['Array', 'Greedy']"
LeetCode,625,Minimum Factorization,2,Medium,,,34.04990190931447,True,"['Math', 'Greedy']"
LeetCode,628,Maximum Product of Three Numbers,1,Easy,,,46.01139055252027,False,"['Array', 'Math', 'Sorting']"
LeetCode,629,K Inverse Pairs Array,3,Hard,,,48.99530913298643,False,['Dynamic Programming']
LeetCode,630,Course Schedule III,3,Hard,,,41.77108784176847,False,"['Array', 'Greedy', 'Sorting', 'Heap (Priority Queue)']"
LeetCode,631,Design Excel Sum Formula,3,Hard,,,39.6121358194133,True,"['Array', 'Hash Table', 'String', 'Graph Theory', 'Design', 'Topological Sort', 'Matrix']"
LeetCode,632,Smallest Range Covering Elements from K Lists,3,Hard,,,70.17620045071894,False,"['Array', 'Hash Table', 'Greedy', 'Sliding Window', 'Sorting', 'Heap (Priority Queue)']"
LeetCode,633,Sum of Square Numbers,2,Medium,,,36.89455094825978,False,"['Math', 'Two Pointers', 'Binary Search']"
LeetCode,634,Find the Derangement of An Array,2,Medium,,,41.67350018040476,True,"['Math', 'Dynamic Programming', 'Combinatorics']"
LeetCode,635,Design Log Storage System,2,Medium,,,59.593196935700156,True,"['Hash Table', 'String', 'Design', 'Ordered Set']"
LeetCode,636,Exclusive Time of Functions,2,Medium,,,66.20675705937168,False,"['Array', 'Stack']"
LeetCode,637,Average of Levels in Binary Tree,1,Easy,,,74.97541235022311,False,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
LeetCode,638,Shopping Offers,2,Medium,,,52.55606716890273,False,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Memoization', 'Bitmask']"
LeetCode,639,Decode Ways II,3,Hard,,,31.97721379075798,False,"['String', 'Dynamic Programming']"
LeetCode,640,Solve the Equation,2,Medium,,,46.246410624551324,False,"['Math', 'String', 'Simulation']"
LeetCode,641,Design Circular Deque,2,Medium,,,64.76376494982782,False,"['Array', 'Linked List', 'Design', 'Queue']"
LeetCode,642,Design Search Autocomplete System,3,Hard,,,49.98381429403837,True,"['String', 'Depth-First Search', 'Design', 'Trie', 'Sorting', 'Heap (Priority Queue)', 'Data Stream']"
LeetCode,643,Maximum Average Subarray I,1,Easy,,,48.03733490740058,False,"['Array', 'Sliding Window']"
LeetCode,644,Maximum Average Subarray II,3,Hard,,,37.784841075794624,True,"['Array', 'Binary Search', 'Prefix Sum']"
LeetCode,645,Set Mismatch,1,Easy,,,43.48601885447057,False,"['Array', 'Hash Table', 'Bit Manipulation', 'Sorting']"
LeetCode,646,Maximum Length of Pair Chain,2,Medium,,,61.878983908730426,False,"['Array', 'Dynamic Programming', 'Greedy', 'Sorting']"
LeetCode,647,Palindromic Substrings,2,Medium,,,72.8876684542516,False,"['Two Pointers', 'String', 'Dynamic Programming']"
LeetCode,648,Replace Words,2,Medium,,,68.78405182688051,False,"['Array', 'Hash Table', 'String', 'Trie']"
LeetCode,649,Dota2 Senate,2,Medium,,,49.997874232810624,False,"['String', 'Greedy', 'Queue']"
LeetCode,650,2 Keys Keyboard,2,Medium,,,59.38203080941498,False,"['Math', 'Dynamic Programming']"
LeetCode,651,4 Keys Keyboard,2,Medium,,,56.48820397520571,True,"['Math', 'Dynamic Programming']"
LeetCode,652,Find Duplicate Subtrees,2,Medium,,,60.73853132325754,False,"['Hash Table', 'Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,653,Two Sum IV - Input is a BST,1,Easy,,,63.375024471238476,False,"['Hash Table', 'Two Pointers', 'Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Search Tree', 'Binary Tree']"
LeetCode,654,Maximum Binary Tree,2,Medium,,,86.38752804896674,False,"['Array', 'Divide and Conquer', 'Stack', 'Tree', 'Monotonic Stack', 'Binary Tree']"
LeetCode,655,Print Binary Tree,2,Medium,,,66.64135584983597,False,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
LeetCode,656,Coin Path,3,Hard,,,34.320963284642716,True,"['Array', 'Dynamic Programming']"
LeetCode,657,Robot Return to Origin,1,Easy,,,78.13621675708922,False,"['String', 'Simulation']"
LeetCode,658,Find K Closest Elements,2,Medium,,,49.769294562143976,False,"['Array', 'Two Pointers', 'Binary Search', 'Sliding Window', 'Sorting', 'Heap (Priority Queue)']"
LeetCode,659,Split Array into Consecutive Subsequences,2,Medium,,,52.214167328235774,False,"['Array', 'Hash Table', 'Greedy', 'Heap (Priority Queue)']"
LeetCode,660,Remove 9,3,Hard,,,57.48418121994432,True,['Math']
LeetCode,661,Image Smoother,1,Easy,,,69.35884065083877,False,"['Array', 'Matrix']"
LeetCode,662,Maximum Width of Binary Tree,2,Medium,,,45.68866492105458,False,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
LeetCode,663,Equal Tree Partition,2,Medium,,,42.29496180408416,True,"['Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,664,Strange Printer,3,Hard,,,60.9503144560135,False,"['String', 'Dynamic Programming']"
LeetCode,665,Non-decreasing Array,2,Medium,,,25.47718249780994,False,['Array']
LeetCode,666,Path Sum IV,2,Medium,,,62.87253087812731,True,"['Array', 'Hash Table', 'Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,667,Beautiful Arrangement II,2,Medium,,,61.15694362600668,False,"['Array', 'Math']"
LeetCode,668,Kth Smallest Number in Multiplication Table,3,Hard,,,54.245041306820305,False,"['Math', 'Binary Search']"
LeetCode,669,Trim a Binary Search Tree,2,Medium,,,66.73626958770728,False,"['Tree', 'Depth-First Search', 'Binary Search Tree', 'Binary Tree']"
LeetCode,670,Maximum Swap,2,Medium,,,52.02330906901869,False,"['Math', 'Greedy']"
LeetCode,671,Second Minimum Node In a Binary Tree,1,Easy,,,46.168588095229204,False,"['Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,672,Bulb Switcher II,2,Medium,,,50.24995550953714,False,"['Math', 'Bit Manipulation', 'Depth-First Search', 'Breadth-First Search']"
LeetCode,673,Number of Longest Increasing Subsequence,2,Medium,,,52.063107890741264,False,"['Array', 'Dynamic Programming', 'Binary Indexed Tree', 'Segment Tree']"
LeetCode,674,Longest Continuous Increasing Subsequence,1,Easy,,,52.14431765714662,False,['Array']
LeetCode,675,Cut Off Trees for Golf Event,3,Hard,,,36.500758635051916,False,"['Array', 'Breadth-First Search', 'Heap (Priority Queue)', 'Matrix']"
LeetCode,676,Implement Magic Dictionary,2,Medium,,,57.93305622870226,False,"['Hash Table', 'String', 'Depth-First Search', 'Design', 'Trie']"
LeetCode,677,Map Sum Pairs,2,Medium,,,57.2382833112138,False,"['Hash Table', 'String', 'Design', 'Trie']"
LeetCode,678,Valid Parenthesis String,2,Medium,,,40.197260230494,False,"['String', 'Dynamic Programming', 'Stack', 'Greedy']"
LeetCode,679,24 Game,3,Hard,,,59.54395456149211,False,"['Array', 'Math', 'Backtracking']"
LeetCode,680,Valid Palindrome II,1,Easy,,,44.348614260715976,False,"['Two Pointers', 'String', 'Greedy']"
LeetCode,681,Next Closest Time,2,Medium,,,46.9991965137404,True,"['Hash Table', 'String', 'Backtracking', 'Enumeration']"
LeetCode,682,Baseball Game,1,Easy,,,80.57409792293427,False,"['Array', 'Stack', 'Simulation']"
LeetCode,683,K Empty Slots,3,Hard,,,37.99772724715625,True,"['Array', 'Binary Indexed Tree', 'Segment Tree', 'Queue', 'Sliding Window', 'Heap (Priority Queue)', 'Ordered Set', 'Monotonic Queue']"
LeetCode,684,Redundant Connection,2,Medium,,,67.74652974236145,False,"['Depth-First Search', 'Breadth-First Search', 'Union-Find', 'Graph Theory']"
LeetCode,685,Redundant Connection II,3,Hard,,,36.288041281979545,False,"['Depth-First Search', 'Breadth-First Search', 'Union-Find', 'Graph Theory']"
LeetCode,686,Repeated String Match,2,Medium,,,39.07966299742758,False,"['String', 'String Matching']"
LeetCode,687,Longest Univalue Path,2,Medium,,,44.01300677532647,False,"['Tree', 'Depth-First Search', 'Binary Tree']"
LeetCode,688,Knight Probability in Chessboard,2,Medium,,,57.052463616605685,False,['Dynamic Programming']
LeetCode,689,Maximum Sum of 3 Non-Overlapping Subarrays,3,Hard,,,59.837772912485555,False,"['Array', 'Dynamic Programming', 'Sliding Window', 'Prefix Sum']"
LeetCode,690,Employee Importance,2,Medium,,,69.49256769074627,False,"['Array', 'Hash Table', 'Tree', 'Depth-First Search', 'Breadth-First Search']"
LeetCode,691,Stickers to Spell Word,3,Hard,,,50.92853299622318,False,"['Array', 'Hash Table', 'String', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Memoization', 'Bitmask']"
LeetCode,692,Top K Frequent Words,2,Medium,,,60.26526124532604,False,"['Array', 'Hash Table', 'String', 'Trie', 'Sorting', 'Heap (Priority Queue)', 'Bucket Sort', 'Counting']"
LeetCode,693,Binary Number with Alternating Bits,1,Easy,,,69.89759089982057,False,['Bit Manipulation']
LeetCode,694,Number of Distinct Islands,2,Medium,,,62.862117808392206,True,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union-Find', 'Sorting', 'Matrix', 'Hash Function']"
LeetCode,695,Max Area of Island,2,Medium,,,74.03697802652111,False,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Union-Find', 'Matrix']"
LeetCode,696,Count Binary Substrings,1,Easy,,,70.45976861281572,False,"['Two Pointers', 'String']"
LeetCode,697,Degree of an Array,1,Easy,,,58.434188824599175,False,"['Array', 'Hash Table']"
LeetCode,698,Partition to K Equal Sum Subsets,2,Medium,,,38.70943811541072,False,"['Array', 'Dynamic Programming', 'Backtracking', 'Bit Manipulation', 'Memoization', 'Bitmask']"
LeetCode,699,Falling Squares,3,Hard,,,48.002261106400475,False,"['Array', 'Segment Tree', 'Ordered Set']"
LeetCode,700,Search in a Binary Search Tree,1,Easy,,,82.77450276225335,False,"['Tree', 'Binary Search Tree', 'Binary Tree']"
LeetCode,701,Insert into a Binary Search Tree,2,Medium,,,73.49343133840648,False,"['Tree', 'Binary Search Tree', 'Binary Tree']"
LeetCode,702,Search in a Sorted Array of Unknown Size,2,Medium,,,73.13805003759568,True,"['Array', 'Binary Search', 'Interactive']"
LeetCode,703,Kth Largest Element in a Stream,1,Easy,,,61.13005901438161,False,"['Tree', 'Design', 'Binary Search Tree', 'Heap (Priority Queue)', 'Binary Tree', 'Data Stream']"
LeetCode,704,Binary Search,1,Easy,,,60.97574193827317,False,"['Array', 'Binary Search']"
LeetCode,705,Design HashSet,1,Easy,,,68.12896836954623,False,"['Array', 'Hash Table', 'Linked List', 'Design', 'Hash Function']"
LeetCode,706,Design HashMap,1,Easy,,,66.64172761770234,False,"['Array', 'Hash Table', 'Linked List', 'Design', 'Hash Function']"
LeetCode,707,Design Linked List,2,Medium,,,30.37805113750999,False,"['Linked List', 'Design']"
LeetCode,708,Insert into a Sorted Circular Linked List,2,Medium,,,38.56961289341836,True,['Linked List']
LeetCode,709,To Lower Case,1,Easy,,,84.91171604173485,False,['String']
LeetCode,710,Random Pick with Blacklist,3,Hard,,,35.08224691004285,False,"['Array', 'Hash Table', 'Math', 'Binary Search', 'Sorting', 'Randomized']"
LeetCode,711,Number of Distinct Islands II,3,Hard,,,55.47203268956478,True,"['Array', 'Hash Table', 'Depth-First Search', 'Breadth-First Search', 'Union-Find', 'Sorting', 'Matrix', 'Hash Function']"
LeetCode,712,Minimum ASCII Delete Sum for Two Strings,2,Medium,,,71.0508093135982,False,"['String', 'Dynamic Programming']"
LeetCode,713,Subarray Product Less Than K,2,Medium,,,54.4403110677634,False,"['Array', 'Binary Search', 'Sliding Window', 'Prefix Sum']"
LeetCode,714,Best Time to Buy and Sell Stock with Transaction Fee,2,Medium,,,72.1389882423169,False,"['Array', 'Dynamic Programming', 'Greedy']"
LeetCode,715,Range Module,3,Hard,,,45.17781485508605,False,"['Design', 'Segment Tree', 'Ordered Set']"
LeetCode,716,Max Stack,3,Hard,,,45.94481057826079,True,"['Linked List', 'Stack', 'Design', 'Doubly-Linked List', 'Ordered Set']"
LeetCode,717,1-bit and 2-bit Characters,1,Easy,,,49.62477990767432,False,['Array']
LeetCode,718,Maximum Length of Repeated Subarray,2,Medium,,,51.41265248290065,False,"['Array', 'Binary Search', 'Dynamic Programming', 'Sliding Window', 'Rolling Hash', 'Hash Function']"
LeetCode,719,Find K-th Smallest Pair Distance,3,Hard,,,46.58992656093232,False,"['Array', 'Two Pointers', 'Binary Search', 'Sorting']"
LeetCode,720,Longest Word in Dictionary,2,Medium,,,54.9393014390412,False,"['Array', 'Hash Table', 'String', 'Trie', 'Sorting']"
LeetCode,721,Accounts Merge,2,Medium,,,61.47078903173584,False,"['Array', 'Hash Table', 'String', 'Depth-First Search', 'Breadth-First Search', 'Union-Find', 'Sorting']"
LeetCode,722,Remove Comments,2,Medium,,,40.20668534324031,False,"['Array', 'String']"
LeetCode,723,Candy Crush,2,Medium,,,77.61095091312849,True,"['Array', 'Two Pointers', 'Matrix', 'Simulation']"
LeetCode,724,Find Pivot Index,1,Easy,,,62.91551032994141,False,"['Array', 'Prefix Sum']"
LeetCode,725,Split Linked List in Parts,2,Medium,,,70.58610964908836,False,['Linked List']
LeetCode,726,Number of Atoms,3,Hard,,,65.11851556264963,False,"['Hash Table', 'String', 'Stack', 'Sorting']"
LeetCode,727,Minimum Window Subsequence,3,Hard,,,43.829351866960074,True,"['String', 'Dynamic Programming', 'Sliding Window']"
LeetCode,728,Self Dividing Numbers,1,Easy,,,80.8982585213578,False,['Math']
LeetCode,729,My Calendar I,2,Medium,,,58.32307557316019,False,"['Array', 'Binary Search', 'Design', 'Segment Tree', 'Ordered Set']"
LeetCode,730,Count Different Palindromic Subsequences,3,Hard,,,47.97521047222597,False,"['String', 'Dynamic Programming']"
LeetCode,731,My Calendar II,2,Medium,,,63.21261334650594,False,"['Array', 'Binary Search', 'Design', 'Segment Tree', 'Prefix Sum', 'Ordered Set']"
LeetCode,732,My Calendar III,3,Hard,,,71.85126075236725,False,"['Binary Search', 'Design', 'Segment Tree', 'Prefix Sum', 'Ordered Set']"
LeetCode,733,Flood Fill,1,Easy,,,68.41259569770706,False,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix']"
LeetCode,734,Sentence Similarity,1,Easy,,,44.851817005762676,True,"['Array', 'Hash Table', 'String']"
LeetCode,735,Asteroid Collision,2,Medium,,,48.12666994274482,False,"['Array', 'Stack', 'Simulation']"
LeetCode,736,Parse Lisp Expression,3,Hard,,,53.6639015751701,False,"['Hash Table', 'String', 'Stack', 'Recursion']"
LeetCode,737,Sentence Similarity II,2,Medium,,,51.31505208031384,True,"['Array', 'Hash Table', 'String', 'Depth-First Search', 'Breadth-First Search', 'Union-Find']"
LeetCode,738,Monotone Increasing Digits,2,Medium,,,49.723089529676045,False,"['Math', 'Greedy']"
LeetCode,739,Daily Temperatures,2,Medium,,,68.78464704553518,False,"['Array', 'Stack', 'Monotonic Stack']"
LeetCode,740,Delete and Earn,2,Medium,,,57.287070455549696,False,"['Array', 'Hash Table', 'Dynamic Programming']"
LeetCode,741,Cherry Pickup,3,Hard,,,39.67627128590514,False,"['Array', 'Dynamic Programming', 'Matrix']"
LeetCode,742,Closest Leaf in a Binary Tree,2,Medium,,,47.45512517713746,True,"['Tree', 'Depth-First Search', 'Breadth-First Search', 'Binary Tree']"
LeetCode,743,Network Delay Time,2,Medium,,,60.6796580137091,False,"['Depth-First Search', 'Breadth-First Search', 'Graph Theory', 'Heap (Priority Queue)', 'Shortest Path']"
LeetCode,744,Find Smallest Letter Greater Than Target,1,Easy,,,59.2806655919091,False,"['Array', 'Binary Search']"
LeetCode,745,Prefix and Suffix Search,3,Hard,,,40.971370180598235,False,"['Array', 'Hash Table', 'String', 'Design', 'Trie']"
LeetCode,746,Min Cost Climbing Stairs,1,Easy,,,68.35984765587122,False,"['Array', 'Dynamic Programming']"
LeetCode,747,Largest Number At Least Twice of Others,1,Easy,,,52.622389311677885,False,"['Array', 'Sorting']"
LeetCode,748,Shortest Completing Word,1,Easy,,,63.30080658807603,False,"['Array', 'Hash Table', 'String']"
LeetCode,749,Contain Virus,3,Hard,,,55.056083323795356,False,"['Array', 'Depth-First Search', 'Breadth-First Search', 'Matrix', 'Simulation']"
